,tensorflow/models,pytorch/vision,huggingface/transformers
2022-01-05,0,4,6
2022-01-06,2,8,16
2022-01-07,5,4,5
2022-01-08,2,0,1
2022-01-09,1,1,0
2022-01-10,2,4,30
2022-01-11,4,1,17
2022-01-12,14,1,8
2022-01-13,3,1,8
2022-01-14,4,2,11
2022-01-15,0,0,1
2022-01-16,0,0,1
2022-01-17,0,6,5
2022-01-18,4,3,19
2022-01-19,11,6,18
2022-01-20,4,9,9
2022-01-21,4,3,15
2022-01-22,8,0,0
2022-01-23,0,1,0
2022-01-24,3,8,12
2022-01-25,1,4,4
2022-01-26,2,6,8
2022-01-27,3,7,15
2022-01-28,4,3,11
2022-01-29,0,1,4
2022-01-30,0,0,1
2022-01-31,3,2,25
2022-02-01,2,6,11
2022-02-02,2,6,12
2022-02-03,2,2,8
2022-02-04,2,3,6
2022-02-05,3,0,0
2022-02-06,0,0,0
2022-02-07,1,1,12
2022-02-08,1,5,6
2022-02-09,2,4,18
2022-02-10,2,2,9
2022-02-11,1,2,12
2022-02-12,0,0,0
2022-02-13,0,0,0
2022-02-14,5,2,6
2022-02-15,8,3,21
2022-02-16,1,5,10
2022-02-17,2,0,5
2022-02-18,1,2,12
2022-02-19,0,0,0
2022-02-20,0,2,0
2022-02-21,0,1,6
2022-02-22,2,1,8
2022-02-23,3,4,20
2022-02-24,5,6,7
2022-02-25,7,5,11
2022-02-26,4,0,0
2022-02-27,1,2,0
2022-02-28,0,3,5
2022-03-01,1,8,12
2022-03-02,7,4,17
2022-03-03,7,3,13
2022-03-04,3,4,12
2022-03-05,3,1,0
2022-03-06,3,0,0
2022-03-07,2,8,9
2022-03-08,6,0,10
2022-03-09,8,5,14
2022-03-10,5,2,17
2022-03-11,9,4,18
2022-03-12,0,1,6
2022-03-13,1,0,1
2022-03-14,5,8,29
2022-03-15,7,4,26
2022-03-16,13,4,15
2022-03-17,1,2,19
2022-03-18,12,1,14
2022-03-19,0,0,1
2022-03-20,7,1,0
2022-03-21,3,2,30
2022-03-22,7,3,13
2022-03-23,13,7,16
2022-03-24,2,3,13
2022-03-25,22,4,11
2022-03-26,1,0,0
2022-03-27,1,0,1
2022-03-28,12,5,13
2022-03-29,5,3,18
2022-03-30,6,1,9
2022-03-31,2,3,9
2022-04-01,5,7,12
2022-04-02,0,0,0
2022-04-03,1,0,0
2022-04-04,2,7,11
2022-04-05,2,4,13
2022-04-06,4,3,17
2022-04-07,5,3,8
2022-04-08,4,2,9
2022-04-09,2,0,0
2022-04-10,0,1,0
2022-04-11,2,4,18
2022-04-12,1,1,15
2022-04-13,3,1,14
2022-04-14,1,1,9
2022-04-15,1,0,4
2022-04-16,0,0,0
2022-04-17,1,0,1
2022-04-18,1,1,13
2022-04-19,1,9,19
2022-04-20,5,2,6
2022-04-21,5,6,9
2022-04-22,7,6,7
2022-04-23,1,0,1
2022-04-24,2,1,0
2022-04-25,7,7,11
2022-04-26,4,5,7
2022-04-27,6,12,14
2022-04-28,12,10,6
2022-04-29,3,0,9
2022-04-30,0,0,2
2022-05-01,2,0,0
2022-05-02,3,1,17
2022-05-03,3,11,7
2022-05-04,3,4,13
2022-05-05,2,1,6
2022-05-06,6,0,2
2022-05-07,1,0,0
2022-05-08,2,0,0
2022-05-09,0,11,10
2022-05-10,2,3,10
2022-05-11,10,3,13
2022-05-12,4,9,17
2022-05-13,3,4,13
2022-05-14,2,0,0
2022-05-15,1,0,0
2022-05-16,3,9,21
2022-05-17,1,7,17
2022-05-18,12,7,17
2022-05-19,1,4,7
2022-05-20,3,5,2
2022-05-21,2,0,0
2022-05-22,0,0,0
2022-05-23,2,5,8
2022-05-24,2,2,4
2022-05-25,2,2,12
2022-05-26,1,4,4
2022-05-27,9,0,1
2022-05-28,0,0,0
2022-05-29,0,0,0
2022-05-30,0,3,0
2022-05-31,2,2,17
2022-06-01,5,0,17
2022-06-02,2,2,11
2022-06-03,5,0,9
2022-06-04,0,0,0
2022-06-05,0,0,0
2022-06-06,3,3,8
2022-06-07,5,0,9
2022-06-08,2,2,10
2022-06-09,1,4,14
2022-06-10,3,2,16
2022-06-11,1,1,0
2022-06-12,1,0,0
2022-06-13,6,2,10
2022-06-14,1,2,10
2022-06-15,3,3,8
2022-06-16,2,2,5
2022-06-17,1,0,4
2022-06-18,0,0,2
2022-06-19,3,0,0
2022-06-20,1,1,5
2022-06-21,1,1,16
2022-06-22,5,1,5
2022-06-23,0,6,17
2022-06-24,1,1,13
2022-06-25,1,0,1
2022-06-26,0,0,0
2022-06-27,3,1,9
2022-06-28,7,0,14
2022-06-29,4,3,22
2022-06-30,4,0,8
2022-07-01,5,3,14
2022-07-02,5,0,0
2022-07-03,1,0,0
2022-07-04,4,0,10
2022-07-05,2,4,4
2022-07-06,6,1,6
2022-07-07,5,1,5
2022-07-08,0,3,4
2022-07-09,0,0,0
2022-07-10,0,0,1
2022-07-11,2,1,8
2022-07-12,2,0,6
2022-07-13,4,0,9
2022-07-14,4,2,0
2022-07-15,3,1,2
2022-07-16,2,0,0
2022-07-17,0,0,0
2022-07-18,5,0,17
2022-07-19,3,0,10
2022-07-20,3,0,6
2022-07-21,2,2,12
2022-07-22,1,3,8
2022-07-23,1,0,1
2022-07-24,1,0,0
2022-07-25,6,3,3
2022-07-26,1,2,20
2022-07-27,2,2,19
2022-07-28,3,4,10
2022-07-29,5,1,6
2022-07-30,0,0,1
2022-07-31,0,1,0
2022-08-01,2,2,17
2022-08-02,6,3,10
2022-08-03,9,4,10
2022-08-04,5,0,10
2022-08-05,3,0,13
2022-08-06,0,0,2
2022-08-07,0,0,0
2022-08-08,2,4,17
2022-08-09,6,2,9
2022-08-10,1,4,11
2022-08-11,3,3,11
2022-08-12,5,3,14
2022-08-13,0,0,0
2022-08-14,0,0,1
2022-08-15,4,9,0
2022-08-16,1,3,7
2022-08-17,3,4,4
2022-08-18,1,11,12
2022-08-19,5,3,3
2022-08-20,0,0,0
2022-08-21,0,0,0
2022-08-22,3,3,3
2022-08-23,2,8,4
2022-08-24,4,6,7
2022-08-25,3,8,4
2022-08-26,2,8,3
2022-08-27,0,0,0
2022-08-28,0,0,0
2022-08-29,4,1,8
2022-08-30,2,5,12
2022-08-31,2,6,14
2022-09-01,2,4,16
2022-09-02,2,0,15
2022-09-03,0,0,0
2022-09-04,1,1,0
2022-09-05,0,3,7
2022-09-06,2,1,8
2022-09-07,4,1,14
2022-09-08,4,3,2
2022-09-09,4,4,8
2022-09-10,1,0,3
2022-09-11,0,0,0
2022-09-12,6,2,14
2022-09-13,3,7,10
2022-09-14,6,7,22
2022-09-15,2,8,12
2022-09-16,2,6,14
2022-09-17,1,0,0
2022-09-18,2,0,0
2022-09-19,4,4,13
2022-09-20,3,2,8
2022-09-21,7,7,11
2022-09-22,2,4,10
2022-09-23,9,9,10
2022-09-24,1,0,0
2022-09-25,0,0,0
2022-09-26,6,3,8
2022-09-27,3,3,8
2022-09-28,5,7,8
2022-09-29,1,5,17
2022-09-30,1,3,12
2022-10-01,0,0,0
2022-10-02,0,0,0
2022-10-03,0,2,5
2022-10-04,1,9,18
2022-10-05,1,4,17
2022-10-06,2,6,3
2022-10-07,4,3,22
2022-10-08,0,0,1
2022-10-09,0,0,0
2022-10-10,2,7,28
2022-10-11,5,6,27
2022-10-12,6,3,31
2022-10-13,3,6,22
2022-10-14,5,6,35
2022-10-15,0,1,1
2022-10-16,1,0,0
2022-10-17,3,3,35
2022-10-18,6,3,29
2022-10-19,4,2,16
2022-10-20,4,2,12
2022-10-21,2,10,16
2022-10-22,0,0,0
2022-10-23,0,0,1
2022-10-24,0,9,19
2022-10-25,4,3,8
2022-10-26,1,3,11
2022-10-27,1,5,16
2022-10-28,1,8,8
2022-10-29,1,0,0
2022-10-30,0,0,0
2022-10-31,2,5,11
2022-11-01,4,4,12
2022-11-02,8,4,13
2022-11-03,2,8,11
2022-11-04,2,11,14
2022-11-05,0,0,0
2022-11-06,1,0,0
2022-11-07,2,6,12
2022-11-08,0,1,7
2022-11-09,4,3,11
2022-11-10,5,4,9
2022-11-11,0,3,3
2022-11-12,0,0,0
2022-11-13,1,0,0
2022-11-14,5,3,16
2022-11-15,5,2,25
2022-11-16,2,1,29
2022-11-17,7,2,14
2022-11-18,3,1,15
2022-11-19,2,0,0
2022-11-20,0,0,0
2022-11-21,4,2,15
2022-11-22,4,0,12
2022-11-23,4,0,11
2022-11-24,1,1,0
2022-11-25,0,1,3
2022-11-26,1,0,1
2022-11-27,0,0,0
2022-11-28,3,6,21
2022-11-29,3,2,9
2022-11-30,5,5,20
2022-12-01,0,2,12
2022-12-02,5,1,4
2022-12-03,0,0,0
2022-12-04,0,0,0
2022-12-05,1,3,29
2022-12-06,4,2,16
2022-12-07,5,2,12
2022-12-08,4,2,15
2022-12-09,6,1,7
2022-12-10,0,0,0
2022-12-11,0,0,0
2022-12-12,3,3,18
2022-12-13,5,1,8
2022-12-14,3,0,8
2022-12-15,1,0,9
2022-12-16,10,0,6
2022-12-17,0,0,0
2022-12-18,1,0,0
2022-12-19,6,2,6
2022-12-20,3,1,10
2022-12-21,1,3,13
2022-12-22,1,0,3
2022-12-23,2,0,6
2022-12-24,0,0,1
2022-12-25,1,0,0
2022-12-26,0,0,2
2022-12-27,1,0,3
2022-12-28,2,0,2
2022-12-29,1,0,4
2022-12-30,0,0,3
2022-12-31,0,0,4
2023-01-01,0,0,0
2023-01-02,1,0,1
2023-01-03,4,0,15
2023-01-04,5,2,18
2023-01-05,2,1,8
2023-01-06,2,1,4
2023-01-07,2,0,1
2023-01-08,2,0,5
2023-01-09,3,0,2
2023-01-10,4,2,2
2023-01-11,6,2,2
2023-01-12,3,4,5
2023-01-13,6,0,3
2023-01-14,0,0,3
2023-01-15,1,0,2
2023-01-16,0,3,11
2023-01-17,2,1,18
2023-01-18,5,0,14
2023-01-19,9,1,19
2023-01-20,5,3,17
2023-01-21,2,0,1
2023-01-22,0,0,0
2023-01-23,3,1,22
2023-01-24,7,1,12
2023-01-25,4,0,14
2023-01-26,4,3,10
2023-01-27,7,5,5
2023-01-28,1,0,0
