,grafana/grafana,netdata/netdata,cacti/cacti
2015-11-03,4,-0.05985914880000005,3
2015-11-04,6,0.979319296,0
2015-11-05,7,-0.6170041344000001,4
2015-11-06,4,-0.12,3
2015-11-07,5,-0.055999999999999994,9
2015-11-08,5,-0.03359999999999997,9
2015-11-09,16,-0.022848000000000004,9
2015-11-10,9,-0.01675520000000001,5
2015-11-11,13,-0.012925440000000009,0
2015-11-12,15,-0.01034035200000001,0
2015-11-13,12,-0.00850206720000001,0
2015-11-14,0,0.0,12
2015-11-15,0,12.0,1
2015-11-16,11,-1.200000000000001,0
2015-11-17,3,7.959999999999999,0
2015-11-18,4,-0.19200000000000017,0
2015-11-19,11,-1.6992000000000003,0
2015-11-20,19,5.116223999999999,2
2015-11-21,14,-3.5989504000000014,5
2015-11-22,3,-1.5110604800000003,8
2015-11-23,3,-2.4426864640000003,5
2015-11-24,8,-0.9495824384000002,0
2015-11-25,6,-1.4856251392000006,0
2015-11-26,5,0.33391011839999973,0
2015-11-27,8,-0.9551085568000004,1
2015-11-28,0,0.6946997247999998,1
2015-11-29,3,7.2582673408,2
2015-11-30,16,-3.9292810240000007,0
2015-12-01,11,1.4314089471999996,2
2015-12-02,6,3.6818313216,0
2015-12-03,23,-3.210046566400001,0
2015-12-04,24,1.3875493888000001,0
2015-12-05,3,-2.4160881664000002,0
2015-12-06,3,2.3023858688,0
2015-12-07,13,2.8259250175999995,1
2015-12-08,13,-1.582283468800001,0
2015-12-09,20,-2.0513460224,0
2015-12-10,15,2.3474895872,0
2015-12-11,35,-2.1296441344000003,1
2015-12-12,0,0.48780021760000003,0
2015-12-13,0,1.1572744191999997,0
2015-12-14,21,0.5690702847999995,0
2015-12-15,36,0.4514260991999999,0
2015-12-16,22,0.4199723007999996,0
2015-12-17,24,-1.5787995136,0
2015-12-18,14,6.6063566848,0
2015-12-19,0,-3.3778091008000004,0
2015-12-20,2,11.4964313088,1
2015-12-21,10,-4.327211110400002,0
2015-12-22,15,-2.2292171776000007,0
2015-12-23,7,1.4539572223999997,0
2015-12-24,3,-1.3595902976000005,0
2015-12-25,0,3.7713675263999997,0
2015-12-26,0,-2.4066885632000012,0
2015-12-27,0,-0.3979734016000003,0
2015-12-28,3,-3.0437018624000003,0
2015-12-29,2,2.8749729792,0
2015-12-30,0,2.9828398079999996,0
2015-12-31,2,-4.4826146816,0
2016-01-01,1,-1.226819072,0
2016-01-02,0,-0.6573305856,0
2016-01-03,0,0.5776961536,0
2016-01-04,6,0.13936394239999983,0
2016-01-05,6,2.1022608384,0
2016-01-06,2,1.9050859519999994,0
2016-01-07,16,0.05434961919999948,0
2016-01-08,24,-0.5554604032000001,6
2016-01-09,16,1.0755968,0
2016-01-10,1,1.5593753599999998,1
2016-01-11,10,-0.13772339200000028,0
2016-01-12,28,-1.7083835392000002,1
2016-01-13,22,-1.4719864832000003,3
2016-01-14,18,10.3699016704,0
2016-01-15,12,-6.989337804800002,0
2016-01-16,4,4.4258719744,0
2016-01-17,5,-1.3888405504000003,9
2016-01-18,29,-2.0119991296,3
2016-01-19,16,-1.6252827648000001,0
2016-01-20,18,0.2902462464000001,2
2016-01-21,27,1.9554300928,1
2016-01-22,3,-1.2364190720000003,5
2016-01-23,2,8.7398110208,0
2016-01-24,7,-1.439173632000001,0
2016-01-25,27,0.5253931007999997,0
2016-01-26,23,-4.3147457536000005,2
2016-01-27,17,1.6894588928000003,0
2016-01-28,28,-2.5423518720000002,1
2016-01-29,35,-0.8622405632,11
2016-01-30,2,4.4688830464,6
2016-01-31,4,-1.3611087872000005,0
2016-02-01,20,0.9301063679999997,0
2016-02-02,15,1.5355223039999997,1
2016-02-03,10,-1.121286656,0
2016-02-04,32,-2.0604610560000003,1
2016-02-05,26,1.2802217984,3
2016-02-06,3,5.3869184,5
2016-02-07,4,-1.7264102400000008,1
2016-02-08,16,2.0333158399999998,2
2016-02-09,26,-1.9524373504000003,0
2016-02-10,21,-2.3416144896,0
2016-02-11,23,-0.8689353728,3
2016-02-12,12,-0.5086854143999999,2
2016-02-13,8,0.6571356159999999,11
2016-02-14,15,0.14236508159999972,13
2016-02-15,35,-0.9086731264000002,11
2016-02-16,25,-0.27905884160000005,4
2016-02-17,5,1.84720896,3
2016-02-18,22,-0.27345213440000027,2
2016-02-19,20,-0.8796032,5
2016-02-20,32,-0.26168064,20
2016-02-21,13,-0.14646579199999996,8
2016-02-22,40,-0.0981384192,3
2016-02-23,33,-0.06486046720000004,0
2016-02-24,21,-0.042606080000000025,3
2016-02-25,11,0.9663938559999999,0
2016-02-26,12,-0.6273444864000001,0
2016-02-27,3,-0.12850206720000001,1
2016-02-28,27,3.944,2
2016-02-29,37,-2.4336,0
2016-03-01,40,-0.502848,3
2016-03-02,29,-0.24075519999999997,0
2016-03-03,16,-0.1473254399999999,0
2016-03-04,17,-0.10173235200000003,0
2016-03-05,5,-0.07552286720000004,0
2016-03-06,10,-0.051701760000000034,9
2016-03-07,21,-0.04136140800000004,1
2016-03-08,40,-0.03400826880000004,0
2016-03-09,16,0.0,0
2016-03-10,17,0.0,14
2016-03-11,32,0.0,8
2016-03-12,4,0.0,3
2016-03-13,4,1.0,0
2016-03-14,18,-0.6000000000000001,4
2016-03-15,14,-0.12,2
2016-03-16,25,-0.055999999999999994,1
2016-03-17,9,-0.03359999999999997,0
2016-03-18,10,-0.022848000000000004,0
2016-03-19,5,-0.01675520000000001,27
2016-03-20,13,-0.012925440000000009,29
2016-03-21,16,-0.01034035200000001,10
2016-03-22,20,2.9914979328,7
2016-03-23,26,-1.8000000000000003,6
2016-03-24,4,-0.36,7
2016-03-25,12,-0.16799999999999998,1
2016-03-26,0,1.8992,5
2016-03-27,2,-1.2685440000000001,15
2016-03-28,20,7.7097344,4
2016-03-29,21,0.04922367999999899,4
2016-03-30,13,0.9417789439999993,5
2016-03-31,10,4.8807977984,7
2016-04-01,4,-3.5823104,13
2016-04-02,2,31.46336512,7
2016-04-03,12,-10.300962304000002,7
2016-04-04,6,-5.1888236544,1
2016-04-05,8,-1.1375580159999998,2
2016-04-06,23,-2.2916862976,7
2016-04-07,9,-0.6956866560000003,0
2016-04-08,8,8.737842176,3
2016-04-09,14,5.563871539199997,3
2016-04-10,7,-4.5477462016000025,11
2016-04-11,21,-8.415661056000001,6
2016-04-12,25,-1.7893013503999997,3
2016-04-13,12,0.8142278656000004,1
2016-04-14,13,0.035215769599999724,1
2016-04-15,17,15.057964543999999,1
2016-04-16,4,-0.8897239040000002,2
2016-04-17,3,1.5604739071999987,5
2016-04-18,16,6.667144908799997,1
2016-04-19,16,-3.340551577600001,3
2016-04-20,9,5.183753727999999,4
2016-04-21,3,-3.376821043200003,0
2016-04-22,26,-6.2464203776,9
2016-04-23,7,4.849912422399999,5
2016-04-24,2,-2.4410761216,11
2016-04-25,23,0.6544575487999991,9
2016-04-26,19,-1.5638541312000012,7
2016-04-27,11,2.7078099968,4
2016-04-28,24,6.252170547199999,3
2016-04-29,10,6.041760563199999,2
2016-04-30,5,-5.392290201600002,5
2016-05-01,1,1.3261822976,0
2016-05-02,26,0.8040701951999996,0
2016-05-03,20,5.8522833919999995,0
2016-05-04,12,-9.136234291200001,0
2016-05-05,2,5.473287987199999,1
2016-05-06,3,0.8224045055999998,0
2016-05-07,1,-1.0243083264000008,0
2016-05-08,0,-0.821642240000001,5
2016-05-09,10,2.0517956608,3
2016-05-10,26,-0.9459572736000013,7
2016-05-11,14,2.129452646399999,5
2016-05-12,11,10.131674214399998,2
2016-05-13,14,8.625060044799998,18
2016-05-14,2,1.039493939199998,5
2016-05-15,1,-6.557412249600002,4
2016-05-16,21,-3.2145042432000004,1
2016-05-17,13,-6.0703744,1
2016-05-18,23,-0.45633751040000003,0
2016-05-19,13,4.262428159999999,0
2016-05-20,22,2.4805118975999987,2
2016-05-21,3,7.466826444799999,19
2016-05-22,0,-10.328941056000001,20
2016-05-23,33,14.3180612608,5
2016-05-24,13,-11.5574626304,0
2016-05-25,19,-0.8788316159999998,0
2016-05-26,9,1.2829276159999994,0
2016-05-27,19,-1.6385629184,1
2016-05-28,4,-2.5036094464000005,5
2016-05-29,0,11.971180134399999,1
2016-05-30,13,-2.4308574208000007,8
2016-05-31,11,11.472111616,5
2016-06-01,4,-9.931102822400002,5
2016-06-02,14,8.881307136,0
2016-06-03,33,-8.574840422400001,0
2016-06-04,1,12.7472054272,0
2016-06-05,2,7.810817945599998,0
2016-06-06,15,-8.355311616000002,0
2016-06-07,18,2.4675641344,0
2016-06-08,22,11.1850851328,0
2016-06-09,19,-9.8899697664,0
2016-06-10,10,-1.0281493503999997,0
2016-06-11,14,18.560888934399998,0
2016-06-12,2,-1.4205422592000012,5
2016-06-13,23,1.861435596799998,0
2016-06-14,3,-1.923779788800001,0
2016-06-15,5,-4.4897887232,0
2016-06-16,34,6.898213887999999,2
2016-06-17,26,13.866656255999999,0
2016-06-18,0,-4.256539648,8
2016-06-19,1,-5.253787443200002,2
2016-06-20,19,2.8941972479999993,2
2016-06-21,14,15.489809612799998,0
2016-06-22,7,3.0360286207999962,1
2016-06-23,24,-5.217044070400004,5
2016-06-24,3,-12.116441190400002,0
2016-06-25,23,-6.11328256,1
2016-06-26,5,-3.1240015871999995,3
2016-06-27,0,1.0510807039999994,3
2016-06-28,10,-3.1323716608000005,0
2016-06-29,9,0.6727297023999994,0
2016-06-30,6,4.950149529599999,2
2016-07-01,8,12.093036646399998,1
2016-07-02,2,1.6397463551999998,0
2016-07-03,1,-3.3664697344000007,4
2016-07-04,0,6.968327679999999,5
2016-07-05,7,-3.763667456000002,0
2016-07-06,17,18.7341405184,0
2016-07-07,4,-8.152221184000002,1
2016-07-08,10,7.330727321599998,1
2016-07-09,0,-8.531689574400001,6
2016-07-10,0,-7.9575465984000004,3
2016-07-11,11,-1.1391998976000002,4
2016-07-12,7,8.900327321599999,13
2016-07-13,2,25.252111155199998,6
2016-07-14,2,0.15170037759999744,1
2016-07-15,0,4.723153612799997,0
2016-07-16,0,-9.861595648000002,1
