,golang/go,pote/gpm,masterminds/glide
2017-07-17,7,0,0
2017-07-18,5,0,0
2017-07-19,4,1,0
2017-07-20,8,0,0
2017-07-21,5,0,0
2017-07-22,1,0,0
2017-07-23,0,0,0
2017-07-24,6,0,0
2017-07-25,6,0,0
2017-07-26,5,0,0
2017-07-27,3,0,0
2017-07-28,1,0,0
2017-07-29,0,0,0
2017-07-30,1,0,0
2017-07-31,4,0,0
2017-08-01,0,0,0
2017-08-02,5,0,0
2017-08-03,6,0,0
2017-08-04,10,0,0
2017-08-05,2,0,0
2017-08-06,1,0,0
2017-08-07,3,0,0
2017-08-08,17,0,0
