,spring-projects/spring-framework,apache/tomcat,apache/struts
2015-07-18,0,0,0
2015-07-19,4,3,0
2015-07-20,11,2,0
2015-07-21,15,7,0
2015-07-22,7,3,0
2015-07-23,5,1,0
2015-07-24,5,0,1
2015-07-25,6,0,1
2015-07-26,2,5,0
2015-07-27,24,6,0
2015-07-28,11,2,0
2015-07-29,15,0,0
2015-07-30,15,2,0
2015-07-31,3,0,1
2015-08-01,1,0,0
2015-08-02,0,0,0
2015-08-03,1,0,0
2015-08-04,0,2,4
2015-08-05,1,1,0
2015-08-06,7,2,0
2015-08-07,1,11,0
2015-08-08,3,13,0
2015-08-09,2,2,0
