,home-assistant/core,node-red/node-red,ioBroker/ioBroker
2025-08-19,32,0,0
2025-08-20,9,3,0
2025-08-21,55,0,0
2025-08-22,13,0,0
2025-08-23,3,0,0
2025-08-24,10,0,0
2025-08-25,26,0,0
2025-08-26,39,0,0
2025-08-27,42,0,0
2025-08-28,23,4,0
2025-08-29,53,0,0
2025-08-30,7,0,0
2025-08-31,5,0,0
2025-09-01,0,0,0
2025-09-02,0,0,0
2025-09-03,0,0,0
2025-09-04,0,0,0
2025-09-05,0,0,0
2025-09-06,0,0,0
2025-09-07,0,0,0
2025-09-08,0,0,0
2025-09-09,0,0,0
2025-09-10,0,0,0
2025-09-11,0,0,0
