,meilisearch/meilisearch,elastic/elasticsearch,typesense/typesense
2024-12-06,0.0,38,3
2024-12-07,2.0,7,0
2024-12-08,0.0,7,0
2024-12-09,7.0,35,1
2024-12-10,8.0,52,1
2024-12-11,41.0,46,3
2024-12-12,6.0,46,0
2024-12-13,1.0,40,0
2024-12-14,0.0,3,0
2024-12-15,0.0,5,0
2024-12-16,7.0,29,2
2024-12-17,5.0,41,0
2024-12-18,1.0,63,1
2024-12-19,1.0,62,1
2024-12-20,1.0,3,1
2024-12-21,2.0,1,0
2024-12-22,0.0,5,0
2024-12-23,0.0,25,1
2024-12-24,4.0,6,0
2024-12-25,0.0,1,1
2024-12-26,1.0,24,0
2024-12-27,1.0,15,1
2024-12-28,2.0,2,0
2024-12-29,0.0,1,0
2024-12-30,0.0,22,23
2024-12-31,2.0,11,1
2025-01-01,0.0,0,0
2025-01-02,0.0,18,0
2025-01-03,0.0,22,16
2025-01-04,0.0,10,0
2025-01-05,0.0,2,0
2025-01-06,3.0,25,1
2025-01-07,34.0,39,9
2025-01-08,15.0,54,5
2025-01-09,26.0,63,1
2025-01-10,2.0,41,0
2025-01-11,0.0,2,0
2025-01-12,0.0,2,0
2025-01-13,8.0,32,14
2025-01-14,20.0,38,5
2025-01-15,3.0,32,1
2025-01-16,4.0,54,2
2025-01-17,0.0,34,13
2025-01-18,0.0,2,1
2025-01-19,0.0,1,0
2025-01-20,1.0,22,0
2025-01-21,2.0,38,6
2025-01-22,20.0,63,13
2025-01-23,36.0,37,0
2025-01-24,5.0,50,0
2025-01-25,0.0,3,0
2025-01-26,1.0,0,0
2025-01-27,7.0,52,0
2025-01-28,9.0,78,0
2025-01-29,9.0,77,0
2025-01-30,5.0,62,6
2025-01-31,0.0,37,3
2025-02-01,0.0,11,2
2025-02-02,0.0,11,0
2025-02-03,17.0,32,3
2025-02-04,2.0,53,2
2025-02-05,21.0,36,2
2025-02-06,15.0,39,6
2025-02-07,0.0,44,6
2025-02-08,0.0,7,0
2025-02-09,0.0,7,4
2025-02-10,9.0,38,2
2025-02-11,12.0,40,21
2025-02-12,13.0,42,19
2025-02-13,0.0,52,0
2025-02-14,0.0,32,7
2025-02-15,0.0,25,0
2025-02-16,0.0,12,0
2025-02-17,0.0,34,6
2025-02-18,6.0,29,2
2025-02-19,6.0,33,8
2025-02-20,7.0,35,11
2025-02-21,0.0,56,1
2025-02-22,0.0,7,0
2025-02-23,0.0,2,0
2025-02-24,9.0,38,3
2025-02-25,3.0,28,2
2025-02-26,17.0,35,1
2025-02-27,5.0,34,2
2025-02-28,0.0,29,4
2025-03-01,0.0,5,1
2025-03-02,0.0,7,0
2025-03-03,18.0,36,2
2025-03-04,0.0,46,4
2025-03-05,14.0,41,3
2025-03-06,4.0,34,0
2025-03-07,0.0,31,5
2025-03-08,0.0,12,0
2025-03-09,0.0,6,0
2025-03-10,14.0,27,1
2025-03-11,8.0,27,3
2025-03-12,8.0,30,7
2025-03-13,35.0,40,1
2025-03-14,1.0,33,4
2025-03-15,0.0,12,0
2025-03-16,0.0,11,0
2025-03-17,9.0,26,0
2025-03-18,3.0,35,0
2025-03-19,6.0,23,3
2025-03-20,19.0,38,6
2025-03-21,1.0,29,10
2025-03-22,0.0,3,1
2025-03-23,1.0,1,0
2025-03-24,5.0,26,13
2025-03-25,21.0,29,8
2025-03-26,11.0,45,3
2025-03-27,7.0,23,4
2025-03-28,0.0,37,8
2025-03-29,0.0,1,3
2025-03-30,0.0,5,0
2025-03-31,11.0,33,6
2025-04-01,8.0,34,4
2025-04-02,6.0,40,2
2025-04-03,9.0,37,2
2025-04-04,0.0,44,6
2025-04-05,0.0,13,0
2025-04-06,0.0,1,1
2025-04-07,0.0,25,2
2025-04-08,1.0,26,1
2025-04-09,0.0,33,9
2025-04-10,0.0,27,3
2025-04-11,0.0,44,7
2025-04-12,0.0,3,2
2025-04-13,0.0,0,1
2025-04-14,15.0,25,6
2025-04-15,9.0,40,2
2025-04-16,6.0,34,3
2025-04-17,10.0,36,1
2025-04-18,0.0,22,4
2025-04-19,0.0,4,1
2025-04-20,0.0,2,4
2025-04-21,0.0,14,0
2025-04-22,1.0,29,0
2025-04-23,3.0,44,2
2025-04-24,13.0,30,2
2025-04-25,0.0,25,2
2025-04-26,1.0,4,0
2025-04-27,0.0,0,0
2025-04-28,1.0,20,0
2025-04-29,9.0,22,3
2025-04-30,4.0,23,6
2025-05-01,1.0,21,0
2025-05-02,0.0,13,13
2025-05-03,0.0,5,1
2025-05-04,0.0,5,1
2025-05-05,3.0,26,2
2025-05-06,1.0,38,1
2025-05-07,1.0,38,1
2025-05-08,2.0,27,1
2025-05-09,1.0,24,1
2025-05-10,0.0,3,1
2025-05-11,0.0,4,0
2025-05-12,11.0,10,1
2025-05-13,3.0,4,1
2025-05-14,10.0,7,4
2025-05-15,7.0,2,4
2025-05-16,7.0,4,7
2025-05-17,0.0,2,0
2025-05-18,0.0,1,0
2025-05-19,11.0,13,0
2025-05-20,7.0,23,4
2025-05-21,9.0,25,3
