,apache/echarts,highcharts/highcharts,plotly/plotly.js
2024-01-15,4.0,9,0
2024-01-16,3.0,25,0
2024-01-17,0.0,29,3
2024-01-18,1.0,42,0
2024-01-19,1.0,12,13
2024-01-20,0.0,4,0
2024-01-21,0.0,2,0
2024-01-22,5.0,32,6
2024-01-23,5.0,21,5
2024-01-24,2.0,53,6
2024-01-25,2.0,24,5
2024-01-26,0.0,21,19
2024-01-27,0.0,16,1
2024-01-28,0.0,6,0
2024-01-29,3.0,33,0
2024-01-30,9.0,42,7
2024-01-31,4.0,26,8
2024-02-01,0.0,28,13
2024-02-02,0.0,33,27
2024-02-03,0.0,1,1
2024-02-04,5.0,2,0
2024-02-05,0.0,18,7
2024-02-06,0.0,25,3
2024-02-07,0.0,18,0
2024-02-08,0.0,7,2
2024-02-09,0.0,18,2
2024-02-10,0.0,2,0
2024-02-11,0.0,2,0
2024-02-12,0.0,23,5
2024-02-13,0.0,16,1
2024-02-14,0.0,28,4
2024-02-15,0.0,24,0
2024-02-16,1.0,19,0
2024-02-17,0.0,3,0
2024-02-18,0.0,5,0
2024-02-19,0.0,45,0
2024-02-20,1.0,94,0
2024-02-21,1.0,31,0
2024-02-22,1.0,22,0
2024-02-23,0.0,42,0
2024-02-24,1.0,8,2
2024-02-25,0.0,1,0
2024-02-26,3.0,39,4
2024-02-27,1.0,60,5
2024-02-28,0.0,40,67
2024-02-29,0.0,54,1
2024-03-01,1.0,34,12
2024-03-02,0.0,0,0
2024-03-03,0.0,0,0
2024-03-04,0.0,33,0
2024-03-05,1.0,15,3
2024-03-06,1.0,22,16
2024-03-07,0.0,18,1
2024-03-08,0.0,25,4
2024-03-09,5.0,1,1
2024-03-10,0.0,2,0
2024-03-11,3.0,29,18
2024-03-12,0.0,30,7
2024-03-13,0.0,51,12
2024-03-14,0.0,20,15
2024-03-15,0.0,36,11
2024-03-16,0.0,4,0
2024-03-17,0.0,0,0
2024-03-18,0.0,18,3
2024-03-19,2.0,32,0
2024-03-20,0.0,106,19
2024-03-21,1.0,24,11
2024-03-22,0.0,26,2
2024-03-23,0.0,0,0
2024-03-24,0.0,0,0
2024-03-25,0.0,25,10
2024-03-26,0.0,12,0
2024-03-27,1.0,67,7
2024-03-28,1.0,5,7
2024-03-29,0.0,4,0
2024-03-30,0.0,0,0
2024-03-31,0.0,0,0
2024-04-01,0.0,0,0
2024-04-02,1.0,21,0
2024-04-03,1.0,15,2
2024-04-04,0.0,38,4
2024-04-05,0.0,35,6
2024-04-06,0.0,4,0
2024-04-07,0.0,1,0
2024-04-08,1.0,24,4
2024-04-09,2.0,20,12
2024-04-10,0.0,19,12
2024-04-11,1.0,18,37
2024-04-12,0.0,29,12
2024-04-13,0.0,0,0
2024-04-14,0.0,0,22
2024-04-15,1.0,14,22
2024-04-16,2.0,29,7
2024-04-17,2.0,28,11
2024-04-18,1.0,16,5
2024-04-19,0.0,27,4
2024-04-20,0.0,4,0
2024-04-21,0.0,0,0
2024-04-22,1.0,38,7
2024-04-23,0.0,29,14
2024-04-24,0.0,27,46
2024-04-25,1.0,31,3
2024-04-26,1.0,19,0
2024-04-27,0.0,0,0
2024-04-28,1.0,0,0
2024-04-29,2.0,21,0
2024-04-30,0.0,29,0
2024-05-01,1.0,6,0
2024-05-02,0.0,24,0
2024-05-03,0.0,21,13
2024-05-04,1.0,1,0
2024-05-05,0.0,0,0
2024-05-06,3.0,36,15
2024-05-07,2.0,35,7
2024-05-08,2.0,18,15
2024-05-09,3.0,6,1
2024-05-10,3.0,24,6
2024-05-11,4.0,6,0
2024-05-12,0.0,0,0
2024-05-13,0.0,15,1
2024-05-14,1.0,31,6
2024-05-15,2.0,21,10
2024-05-16,4.0,22,9
2024-05-17,0.0,8,6
2024-05-18,0.0,1,0
2024-05-19,0.0,0,0
2024-05-20,0.0,8,0
2024-05-21,1.0,21,0
2024-05-22,1.0,39,3
2024-05-23,0.0,4,0
2024-05-24,1.0,6,1
2024-05-25,0.0,1,0
2024-05-26,0.0,1,0
2024-05-27,1.0,30,6
2024-05-28,0.0,19,5
2024-05-29,1.0,40,3
2024-05-30,2.0,15,3
2024-05-31,0.0,10,1
2024-06-01,0.0,0,1
2024-06-02,0.0,1,0
2024-06-03,2.0,31,4
2024-06-04,1.0,30,1
2024-06-05,0.0,30,22
2024-06-06,0.0,41,45
2024-06-07,0.0,24,46
2024-06-08,0.0,0,1
2024-06-09,0.0,0,0
2024-06-10,0.0,35,9
2024-06-11,3.0,18,0
2024-06-12,0.0,36,2
2024-06-13,2.0,34,2
2024-06-14,1.0,26,1
2024-06-15,0.0,0,0
2024-06-16,0.0,0,0
2024-06-17,4.0,25,20
2024-06-18,3.0,10,14
2024-06-19,6.0,41,4
2024-06-20,3.0,46,0
2024-06-21,1.0,23,3
2024-06-22,0.0,3,0
2024-06-23,0.0,2,0
2024-06-24,1.0,11,3
2024-06-25,1.0,37,8
2024-06-26,1.0,24,7
2024-06-27,2.0,14,6
2024-06-28,2.0,30,3
2024-06-29,0.0,0,0
