,facebook/react-native,NativeScript/NativeScript,flutter/flutter
2022-04-06,5,0,25
2022-04-07,16,3,17
2022-04-08,3,0,19
2022-04-09,0,0,12
2022-04-10,0,0,5
2022-04-11,9,0,18
2022-04-12,9,0,26
2022-04-13,5,0,27
2022-04-14,8,0,27
2022-04-15,3,3,24
2022-04-16,0,0,6
2022-04-17,2,0,1
2022-04-18,5,0,15
2022-04-19,4,1,17
2022-04-20,14,1,13
2022-04-21,8,0,29
2022-04-22,6,0,20
2022-04-23,2,0,5
2022-04-24,0,0,6
2022-04-25,9,2,19
2022-04-26,13,0,27
2022-04-27,7,0,31
2022-04-28,8,0,18
2022-04-29,1,0,18
