,meilisearch/meilisearch,elastic/elasticsearch,typesense/typesense
2020-03-30,1.0,26,1.5984403456
2020-03-31,11.0,33,-0.7050559487999997
2020-04-01,9.0,35,1.6116624383999998
2020-04-02,6.0,29,3.355774464
2020-04-03,5.0,26,-1.1534733311999996
2020-04-04,4.0,8,1.4561935359999998
2020-04-05,6.0,1,0.2874730496
2020-04-06,3.0,33,-0.5793254400000002
2020-04-07,1.0,40,-0.3477770240000001
2020-04-08,0.0,34,-0.25570734080000007
2020-04-09,10.0,14,0.818845696
2020-04-10,13.0,29,-0.3488831487999997
2020-04-11,0.0,0,-0.18415964159999998
2020-04-12,0.0,1,-0.09370214399999993
2020-04-13,0.0,18,-0.07292641279999988
2020-04-14,0.0,23,-0.03800535039999998
2020-04-15,2.0,38,-0.02042880000000001
2020-04-16,2.0,32,-0.01692672000000001
2020-04-17,0.0,31,1.985612288
2020-04-18,0.0,3,1.5875306496000001
2020-04-19,0.0,1,-0.56
2020-04-20,1.0,25,-0.2560000000000002
2020-04-21,2.0,28,-0.1632000000000001
