,Immediate-Mode-UI/Nuklear,ocornut/imgui,lvgl/lvgl
2018-06-29,3,3,-0.06025570551562494
2018-06-30,0,2,-0.048197978567187355
2018-07-01,0,1,-0.032914455071874904
2018-07-02,0,1,2.9868379875
2018-07-03,0,1,1.6889063037499998
2018-07-04,0,4,-0.34456831301562524
2018-07-05,0,2,-0.1838988525359376
2018-07-06,2,3,1.8810125000000002
2018-07-07,2,0,15.71032475
2018-07-08,0,11,1.2382804624999988
2018-07-09,0,6,-1.1366051137500006
2018-07-10,0,5,-0.6832173315468751
2018-07-11,0,1,5.507333316360939
2018-07-12,0,4,6.037022769928126
2018-07-13,0,1,3.7488701575
2018-07-14,0,0,-1.22212180353125
2018-07-15,0,0,0.2483531979281256
2018-07-16,0,2,1.3530754203781261
2018-07-17,0,3,0.4347016173921884
2018-07-18,0,0,3.5422199850000005
2018-07-19,0,2,-0.7235383143437498
2018-07-20,0,0,-0.4387815375749995
2018-07-21,1,0,0.7133084546703129
2018-07-22,0,7,4.721821266070313
2018-07-23,0,1,-0.6543847180156251
2018-07-24,0,2,-0.3447772248171874
2018-07-25,1,1,15.7660966969125
2018-07-26,0,6,-1.7661013545984383
2018-07-27,0,2,1.15265882735625
2018-07-28,0,0,-0.7329037587500002
2018-07-29,0,0,1.5143632057343763
2018-07-30,0,15,3.4288915823859383
2018-07-31,0,7,-0.783911462679687
2018-08-01,0,5,-0.44673263999999957
2018-08-02,0,1,-0.33474203324999946
2018-08-03,0,3,0.7285474669250008
2018-08-04,0,0,7.79007234896875
2018-08-05,0,2,-0.9366331475718754
2018-08-06,0,1,1.54798858896875
2018-08-07,0,0,0.4962665428656249
2018-08-08,0,3,1.5949878398562505
2018-08-09,0,6,7.5559039875
2018-08-10,0,0,1.9237852037499996
2018-08-11,0,0,-0.8682138830156251
2018-08-12,0,0,0.4682888683390627
2018-08-13,0,0,4.514426274712501
2018-08-14,0,2,0.20752415271875035
2018-08-15,3,1,3.4443002394125
2018-08-16,0,1,-0.7639335860671874
2018-08-17,0,3,-0.45455454794687433
2018-08-18,0,0,3.6756959781656255
2018-08-19,1,0,-0.6008670663578122
2018-08-20,0,2,4.677334193234375
2018-08-21,0,5,1.2660178361359373
2018-08-22,0,14,-0.6035873606953123
2018-08-23,0,5,-0.3436391045984374
2018-08-24,0,0,-0.24655596014374942
2018-08-25,0,2,-0.16628353499999943
2018-08-26,3,0,5.8636831854375
2018-08-27,3,1,1.2846120836062498
2018-08-28,0,6,3.459971042421875
2018-08-29,4,6,2.2778691112890623
2018-08-30,3,30,-0.6777727050718749
2018-08-31,0,7,0.6129745000000003
2018-09-01,0,0,-0.3793555749999995
2018-09-02,0,0,0.7356592975000007
2018-09-03,0,3,4.690904429406251
2018-09-04,0,2,2.280946936253125
2018-09-05,1,6,2.342031204115625
2018-09-06,0,6,3.3263751383093747
2018-09-07,0,2,0.22378049614218753
2018-09-08,0,0,-0.5308015755156247
2018-09-09,0,1,-0.354640361285937
2018-09-10,0,1,3.7359769182343756
2018-09-11,0,4,1.385862956135938
2018-09-12,0,1,9.447254909523437
2018-09-13,0,1,5.6845617058453115
2018-09-14,0,2,3.635786494079687
2018-09-15,1,1,-1.2489557231593753
2018-09-16,1,0,-0.7244054025359368
2018-09-17,0,1,3.4809961900000013
2018-09-18,0,1,4.191789480437501
2018-09-19,0,0,2.9836131638250003
2018-09-20,0,2,7.005053228521875
2018-09-21,0,1,9.58841480228125
2018-09-22,0,0,-1.848413032829688
2018-09-23,0,0,3.0191239373203125
2018-09-24,0,2,2.9465481525000006
2018-09-25,0,0,4.917388716687501
2018-09-26,0,2,0.6976078897781255
2018-09-27,0,2,2.0195507777578134
2018-09-28,0,0,-0.9402895730187494
2018-09-29,0,0,1.3944676865406263
2018-09-30,0,0,-0.6129357128953117
2018-10-01,0,2,1.6541588879375007
2018-10-02,0,2,-0.4701051147062496
2018-10-03,0,0,2.7159962817625005
2018-10-04,0,1,-0.4920443299968749
2018-10-05,0,2,7.75184833088125
2018-10-06,0,1,1.034882549892187
2018-10-07,0,1,-0.6674481510312501
2018-10-08,0,2,2.594664652428125
2018-10-09,0,0,4.41907733646875
2018-10-10,0,1,-0.8553377938218748
2018-10-11,0,3,0.5232654609531253
2018-10-12,0,6,4.555242347392188
2018-10-13,0,0,-0.7953966466249996
2018-10-14,0,1,1.5401027661812505
2018-10-15,0,4,9.520948643678125
2018-10-16,0,1,6.706397329703124
2018-10-17,0,3,4.526216114814062
2018-10-18,3,1,-0.40522302142968813
2018-10-19,0,0,2.0981047057343756
2018-10-20,1,0,-0.9250319426140615
2018-10-21,0,0,-0.6122107801796862
2018-10-22,1,1,-0.43823268853124897
2018-10-23,0,0,-0.3583067302281239
2018-10-24,0,0,-0.2886094694843742
2018-10-25,0,6,-0.17518043213124954
2018-10-26,0,0,-0.09324251698124975
2018-10-27,0,0,2.9628962084171877
2018-10-28,3,0,7.674803442392188
2018-10-29,0,1,-0.9350000000000008
2018-10-30,2,2,10.554499999999999
2018-10-31,1,0,-1.389987500000001
2018-11-01,4,1,3.29134975
2018-11-02,0,0,6.1180799624999995
2018-11-03,0,0,1.7541353112500004
2018-11-04,0,0,2.976261240953125
2018-11-05,0,4,5.9363248007671885
2018-11-06,0,1,4.636174020962501
2018-11-07,0,0,7.638295756828125
2018-11-08,0,3,11.270603499604688
2018-11-09,0,3,10.7594803366875
2018-11-10,0,0,1.4352050099968743
2018-11-11,0,0,2.137831220701563
2018-11-12,0,0,0.41573899157968874
2018-11-13,0,2,-1.257724141253123
2018-11-14,0,0,12.11668097540469
2018-11-15,0,3,3.0440508538937507
2018-11-16,0,0,0.41236415672343796
2018-11-17,0,0,3.8416705128296877
2018-11-18,0,0,-0.2192696450296867
2018-11-19,0,0,3.211113695293751
2018-11-20,0,0,3.0667530513250005
2018-11-21,0,5,7.029128181178126
2018-11-22,0,3,5.598573174546875
2018-11-23,0,1,0.4822091469546874
2018-11-24,0,0,8.980121617539062
2018-11-25,0,0,2.3523519836
2018-11-26,0,0,8.670843089304688
2018-11-27,0,4,-1.8154852395984378
2018-11-28,0,0,1.9443891802937512
2018-11-29,0,2,1.957060686981251
2018-11-30,0,7,1.0059314711031264
2018-12-01,0,0,2.176818893717188
2018-12-02,0,0,4.174036754771875
2018-12-03,0,5,2.9644635100781254
2018-12-04,0,2,-0.9689398277999999
2018-12-05,0,0,2.4265233483906257
2018-12-06,0,0,0.34602719720312547
2018-12-07,0,0,2.486191323345313
2018-12-08,0,0,4.361608665110937
2018-12-09,0,0,-0.8791066753687499
2018-12-10,0,3,5.503074342314063
2018-12-11,2,9,3.0596421977578125
2018-12-12,0,0,3.09829873860625
2018-12-13,0,1,5.0891315772031245
2018-12-14,0,4,4.848168978126562
2018-12-15,0,0,2.7440772271671876
2018-12-16,0,0,6.8598728023140625
2018-12-17,0,0,2.4993535098203123
2018-12-18,0,5,0.7508917869062506
2018-12-19,0,3,6.000636272721875
2018-12-20,0,4,2.6488300852937505
2018-12-21,0,2,2.806200484262501
2018-12-22,0,0,4.857234121690626
2018-12-23,0,2,1.6990650127218756
2018-12-24,0,0,-1.0603079742687493
2018-12-25,0,0,-0.6729025523499992
2018-12-26,0,0,10.543022040075002
2018-12-27,0,0,1.5605132688187502
2018-12-28,0,0,0.9362376701859376
2018-12-29,0,0,2.17358312279375
2018-12-30,0,0,3.172926123012501
2018-12-31,0,0,0.08963019573750053
2019-01-01,0,0,6.374846054892188
2019-01-02,0,10,1.88526230375
2019-01-03,0,4,13.060643193078125
2019-01-04,0,3,8.99760475305781
2019-01-05,0,0,2.8934834276109367
2019-01-06,0,5,1.32815580838125
2019-01-07,0,6,8.657177156579689
2019-01-08,0,4,-1.890727634409374
2019-01-09,0,0,-1.109023057395311
2019-01-10,0,10,1.184837958201564
2019-01-11,0,1,8.19803108892344
2019-01-12,0,3,5.531042602575001
2019-01-13,0,2,4.532869843276562
2019-01-14,0,2,5.605538835773437
2019-01-15,0,7,-0.5085756877640624
2019-01-16,0,5,3.013999199640626
2019-01-17,0,5,0.9780622450000007
2019-01-18,0,2,0.13904802021875107
2019-01-19,0,1,-0.697020220962499
2019-01-20,0,6,1.4979691210671886
2019-01-21,0,5,0.4586882679046882
2019-01-22,0,1,2.5759909474250007
2019-01-23,0,2,18.442824159232813
2019-01-24,0,1,1.813153490401561
2019-01-25,0,0,7.542778267574999
2019-01-26,0,0,2.247705706912499
2019-01-27,0,9,1.5963139924640635
2019-01-28,0,0,31.804915390218753
2019-01-29,0,1,10.890845155662499
2019-01-30,0,5,10.401267179667187
2019-01-31,0,2,30.48821809759531
2019-02-01,0,7,6.461944483504688
2019-02-02,0,0,8.825638700215626
2019-02-03,0,1,-2.921516676135936
2019-02-04,0,3,-0.5809820129406207
2019-02-05,0,10,-2.103044005873433
2019-02-06,0,5,-1.604020501420308
2019-02-07,0,1,4.917750757242191
2019-02-08,0,3,-0.4045788455343733
2019-02-09,0,1,1.0400056938406264
2019-02-10,0,0,5.321407979115626
2019-02-11,0,4,2.0165842115171877
2019-02-12,0,3,17.228101521432812
2019-02-13,0,3,1.7407884699281237
2019-02-14,0,7,-0.5314326900000004
2019-02-15,0,1,6.95348440065625
2019-02-16,0,2,-1.5403961457312487
2019-02-17,0,0,1.105164806432814
2019-02-18,0,2,9.142465603084377
2019-02-19,0,8,3.3971506132375007
2019-02-20,0,3,9.609103010610937
2019-02-21,0,6,11.042832606040625
2019-02-22,0,2,7.691728206840625
2019-02-23,0,6,-2.2742493816609377
2019-02-24,0,3,8.6506304122125
2019-02-25,0,0,7.073219598968751
2019-02-26,0,2,0.9211257960218759
2019-02-27,1,11,9.423865588312502
2019-02-28,1,2,10.878791117898437
2019-03-01,1,0,7.4446575904015635
2019-03-02,0,0,4.557973411876563
2019-03-03,0,2,1.8904786496406256
2019-03-04,0,2,3.319090816093752
2019-03-05,0,9,2.356190681250002
2019-03-06,0,6,9.55776356687969
2019-03-07,0,3,-0.024253427029687025
2019-03-08,0,5,11.603374002901564
2019-03-09,0,1,-0.20190588687343736
2019-03-10,0,0,-1.3949060639687487
2019-03-11,0,3,2.1157089989359386
2019-03-12,0,7,7.071560102278126
2019-03-13,0,2,3.5855350515078133
2019-03-14,0,0,3.690126091684375
2019-03-15,0,3,12.702946419823437
2019-03-16,0,1,-0.14452341677500025
2019-03-17,0,0,21.62744575350156
2019-03-18,0,0,13.871728856178123
2019-03-19,0,0,-0.3451233215468754
2019-03-20,0,0,8.789518894517187
2019-03-21,0,0,-1.5817400416156238
2019-03-22,0,0,15.32608064974219
2019-03-23,0,0,10.104663425101563
2019-03-24,0,1,14.015232462215625
2019-03-25,0,5,3.5676054718187498
2019-03-26,0,1,6.2632225941578135
2019-03-27,0,0,11.451224646592188
2019-03-28,0,1,0.0694238404703138
2019-03-29,0,3,-0.06677693966093567
2019-03-30,0,0,1.4281878124484397
2019-03-31,0,1,-0.4577212360640599
2019-04-01,0,0,-1.0475823904828105
2019-04-02,0,2,6.285954624529689
2019-04-03,0,11,1.8375744301078132
2019-04-04,0,11,15.046836081207813
2019-04-05,0,7,12.841420945449999
2019-04-06,0,0,-0.5409137848890637
2019-04-07,0,5,-1.5624010903687502
2019-04-08,0,3,6.976650791876564
2019-04-09,0,0,7.449653736214064
2019-04-10,0,0,11.146072270140627
2019-04-11,0,2,13.572340265701563
2019-04-12,0,3,2.022180965392187
2019-04-13,0,2,0.7945097716906258
2019-04-14,0,4,5.354921235929689
2019-04-15,0,3,0.25837686242812685
2019-04-16,0,3,2.690823567125002
2019-04-17,0,4,5.6598128613218766
2019-04-18,0,7,11.426725305473438
2019-04-19,0,1,13.759625140032814
2019-04-20,0,0,5.192978118096875
2019-04-21,0,0,-0.27428360047656275
2019-04-22,0,2,9.435560058782814
2019-04-23,0,2,6.827444783717189
2019-04-24,0,1,3.820999006615626
2019-04-25,0,7,-1.9441428525031241
2019-04-26,0,4,-1.2519962769546855
2019-04-27,0,0,8.088401563782815
2019-04-28,0,7,0.4530765753000012
2019-04-29,0,4,-1.0285167175687493
2019-04-30,0,3,1.3526355105062506
2019-05-01,0,0,3.3119731274640634
2019-05-02,0,3,-0.8093753009171869
2019-05-03,0,4,3.5619152722843754
2019-05-04,0,0,0.3185077087500001
2019-05-05,0,0,-0.5031857096406245
2019-05-06,0,4,-0.3445173238546871
2019-05-07,0,1,3.7972168524281256
2019-05-08,0,0,1.4513590889687502
2019-05-09,0,4,8.496164242865625
2019-05-10,0,5,3.8048677923562493
2019-05-11,0,3,-0.0940169483125004
2019-05-12,0,1,0.269544276840625
2019-05-13,0,7,1.4332570974640633
2019-05-14,0,0,4.407437940000001
2019-05-15,0,0,13.1013349929375
2019-05-16,0,0,4.062835385074999
2019-05-17,0,0,12.3985152340375
2019-05-18,0,4,9.647767053348437
2019-05-19,0,1,7.540160953054688
2019-05-20,0,1,12.605425879448438
2019-05-21,0,2,6.054752365182813
2019-05-22,0,3,-1.6325075926499988
2019-05-23,0,0,-0.7593069973984354
2019-05-24,0,4,2.6391452889031277
2019-05-25,0,0,7.649692272565627
2019-05-26,0,0,-0.8149840916906239
2019-05-27,0,4,5.862887833162501
2019-05-28,1,5,3.5592147506562504
2019-05-29,0,5,0.6697171860703133
2019-05-30,0,5,0.06088701791093798
2019-05-31,1,4,9.325945686948439
2019-06-01,1,0,0.5221928666515627
2019-06-02,0,0,5.976653238965626
2019-06-03,0,0,-1.3565199220890625
2019-06-04,0,2,0.24808870010468853
2019-06-05,0,14,7.3560245621703135
2019-06-06,6,3,5.774284290039063
2019-06-07,1,3,1.6350557444125
2019-06-08,0,0,-1.0820659626921876
2019-06-09,1,0,-0.6966977751406241
2019-06-10,1,1,-0.4560094086812489
2019-06-11,0,5,3.650013485998439
2019-06-12,3,1,1.3611977794843755
2019-06-13,0,0,1.4179127320890628
2019-06-14,0,3,11.428549899853126
2019-06-15,2,0,-0.5171469067984382
2019-06-16,1,0,5.172011442392187
2019-06-17,0,4,1.8867934499999997
2019-06-18,0,5,5.050617690000001
2019-06-19,0,1,6.7931518304375
2019-06-20,0,1,7.471544671325001
2019-06-21,0,0,9.228091301396875
2019-06-22,0,0,-1.1270084825093751
2019-06-23,8,1,5.670096741553126
2019-06-24,0,0,7.4485416056203135
2019-06-25,0,0,8.133205418237502
2019-06-26,0,1,13.907739131798436
2019-06-27,0,1,14.161180726909375
2019-06-28,0,0,4.707721941321875
2019-06-29,0,3,-2.6567446497453124
2019-06-30,0,1,3.3656628228390644
2019-07-01,0,4,4.35602906510469
2019-07-02,0,1,10.269279302607815
2019-07-03,0,0,1.6860398445203133
2019-07-04,0,0,0.25471703014062586
2019-07-05,0,0,5.687648718159377
2019-07-06,0,0,1.4662124402640637
2019-07-07,0,0,1.850317623462501
2019-07-08,1,0,8.987360107421875
2019-07-09,1,0,5.317452454226563
2019-07-10,2,1,1.3537835685968753
2019-07-11,0,1,-1.2637187124937495
2019-07-12,0,3,-0.7593491974249988
2019-07-13,0,0,-0.5478480224312485
2019-07-14,0,1,2.5727971294515637
2019-07-15,0,0,1.3946772033453132
2019-07-16,0,4,1.4269784009859379
2019-07-17,0,2,2.44025219478125
2019-07-18,0,4,-0.5964844067984374
2019-07-19,0,5,4.693128192392187
2019-07-20,0,0,0.3014554624999999
2019-07-21,0,2,-0.4788261137499997
2019-07-22,1,6,4.686933393453125
2019-07-23,1,7,3.262180886360938
2019-07-24,0,1,3.204538330146875
2019-07-25,0,1,1.1500705433812497
2019-07-26,0,0,3.3088604486421875
2019-07-27,0,1,0.1738309886718752
2019-07-28,0,1,-0.601489638195312
2019-07-29,0,1,9.618692616214062
2019-07-30,0,3,-0.28824790007812506
2019-07-31,0,5,0.2139041752578128
2019-08-01,0,4,0.4071791452937501
2019-08-02,0,0,-0.49039383367499906
2019-08-03,0,0,-0.3214946533843743
2019-08-04,0,0,0.7599369018406256
2019-08-05,0,0,4.730722922464063
2019-08-06,0,0,4.318944411093749
2019-08-07,0,0,2.128687452875
2019-08-08,0,0,-0.7172233618015629
2019-08-09,0,0,-0.4148964155515622
2019-08-10,0,0,-0.29095711503593685
2019-08-11,0,0,0.7805249912500007
2019-08-12,0,1,-0.2791971067656246
2019-08-13,0,0,2.803805063635938
2019-08-14,0,0,3.5483830834921877
2019-08-15,0,2,1.3736382982734372
2019-08-16,1,1,4.493186692392188
2019-08-17,0,0,0.2208504874999997
2019-08-18,0,0,1.4759060537500002
2019-08-19,1,2,0.45765364948437515
2019-08-20,0,0,-0.4483739912859369
2019-08-21,0,0,1.6973500009531255
2019-08-22,0,4,1.562590985329688
2019-08-23,0,1,0.5357414700750003
2019-08-24,0,0,2.6348262586
2019-08-25,0,0,-0.5302369806953124
2019-08-26,0,0,5.7243123251828125
2019-08-27,0,0,3.2089139569125
2019-08-28,0,5,6.194985479964062
2019-08-29,0,2,2.846163718968749
2019-08-30,0,2,-0.03948906485312498
2019-08-31,0,1,-0.7184976068374996
2019-09-01,0,0,0.5158196334171884
2019-09-02,0,0,-0.46837403510781156
2019-09-03,0,0,0.6759517494062508
2019-09-04,0,0,3.6364129589718757
2019-09-05,0,0,5.376227101246875
2019-09-06,0,0,7.067224333935937
2019-09-07,0,0,-1.2609882356593758
2019-09-08,3,0,0.35074070121406253
2019-09-09,0,0,1.4608276744843756
2019-09-10,2,0,5.420858901214063
2019-09-11,0,0,2.019650826984375
2019-09-12,0,0,1.1338071179015627
2019-09-13,2,0,1.2568033917625003
2019-09-14,0,0,2.3281898681593756
2019-09-15,0,0,-0.7102965415374995
2019-09-16,0,4,0.6075969694843755
2019-09-17,0,11,2.607357806432813
2019-09-18,2,3,4.4269663030843756
2019-09-19,0,0,5.1605402782375
2019-09-20,11,4,5.962830886360937
2019-09-21,0,0,-0.25981966985312543
2019-09-22,3,5,-0.7963274066187498
2019-09-23,0,3,2.475164958642188
2019-09-24,0,6,5.321502535734376
2019-09-25,0,0,4.959975902167187
2019-09-26,0,0,13.796648862314063
2019-09-27,0,0,7.806790472976561
2019-09-28,0,0,3.8532097474249993
2019-09-29,0,0,-1.8060218182671877
2019-09-30,1,3,10.917709983714063
2019-10-01,3,1,5.006384558453126
2019-10-02,0,2,16.12825869929844
2019-10-03,0,2,11.040470937940626
2019-10-04,0,2,0.9587231520500001
2019-10-05,0,2,-1.1692665956953117
2019-10-06,0,0,0.536915196546877
2019-10-07,0,4,-0.2140280577156226
2019-10-08,0,0,6.043823645062502
2019-10-09,0,0,4.561151370959376
2019-10-10,0,0,2.5600768504671882
2019-10-11,0,3,5.734931474634376
2019-10-12,0,6,-1.405029158815625
2019-10-13,0,0,5.255694621840625
2019-10-14,0,3,0.8903862376828129
2019-10-15,0,3,2.137901533162501
2019-10-16,0,3,10.131595478854688
2019-10-17,0,0,5.331314281654688
2019-10-18,0,5,1.4151522589718748
2019-10-19,0,0,5.7977333237468756
2019-10-20,0,0,-1.461815920251562
2019-10-21,0,2,6.158494941906251
2019-10-22,0,2,4.678102282503126
2019-10-23,0,2,-0.36765514036874936
2019-10-24,0,3,6.070092837970313
2019-10-25,0,4,1.654581754745313
2019-10-26,0,0,-1.0454450305484366
2019-10-27,0,0,5.363828163782813
2019-10-28,0,1,2.938325833498438
2019-10-29,0,3,0.008492868890625505
2019-10-30,0,4,16.281220120404686
2019-10-31,0,2,12.83992166051875
2019-11-01,0,0,17.418491367604688
2019-11-02,0,0,5.588901518201561
2019-11-03,0,0,6.2607139648921875
2019-11-04,0,3,11.42613107440625
2019-11-05,0,4,2.959984473971877
2019-11-06,0,2,16.576015753090626
2019-11-07,0,2,-1.500719117551562
2019-11-08,0,4,16.71303702415469
2019-11-09,0,0,-2.4167599271015616
2019-11-10,0,0,0.9605086908906273
2019-11-11,0,0,6.369968437535939
2019-11-12,0,0,12.085492529957815
2019-11-13,0,5,3.4155211826531255
2019-11-14,0,2,3.9594390574875007
2019-11-15,0,3,19.11469268453594
2019-11-16,0,0,6.79161561388125
2019-11-17,0,0,1.2266668000515626
2019-11-18,0,0,5.020702963417188
2019-11-19,0,4,1.9683601157671893
2019-11-20,0,2,3.2792417949937525
2019-11-21,0,1,2.358724246403127
2019-11-22,0,2,2.5795047604406265
2019-11-23,0,0,0.6671200489562512
2019-11-24,0,1,-1.0703474059109364
2019-11-25,0,5,13.380200548828126
2019-11-26,0,1,12.185124551246876
2019-11-27,0,3,-0.34097375106406336
2019-11-28,1,1,1.5603066897781246
2019-11-29,1,0,3.770758675257813
2019-11-30,0,0,0.6990344452937514
2019-12-01,0,0,-1.014459711174999
2019-12-02,0,0,5.316901372428126
2019-12-03,5,0,4.875745095281251
2019-12-04,17,0,-1.3051224977218745
2019-12-05,0,5,3.2909547872156253
2019-12-06,0,4,6.17772984963125
2019-12-07,0,1,0.8040989848140627
2019-12-08,0,3,0.1341965362890627
2019-12-09,1,1,4.365518042428126
2019-12-10,4,1,0.06492344440625053
2019-12-11,0,0,7.331906706690626
2019-12-12,1,0,-1.2272979877156251
2019-12-13,1,2,0.34981759918750055
2019-12-14,0,0,3.4348307437468755
2019-12-15,0,0,-0.7812491025328119
2019-12-16,0,0,11.567569488162501
2019-12-17,0,6,-0.507292713864063
2019-12-18,0,1,-0.8790788956953122
2019-12-19,3,2,13.450425630839062
2019-12-20,1,1,-1.8073825665375
2019-12-21,0,0,7.101993401984375
2019-12-22,0,0,5.580266995401562
2019-12-23,0,0,-0.5291567776437494
2019-12-24,0,0,-0.9945479524374994
2019-12-25,0,1,-0.7044227184468738
2019-12-26,0,0,23.534217899964062
2019-12-27,0,0,1.2272677677812491
2019-12-28,0,0,-0.7945843430031252
2019-12-29,0,0,-1.1313643903750001
2019-12-30,0,0,2.199837292353127
2019-12-31,0,0,4.133687719232814
2020-01-01,0,0,5.955583347464064
2020-01-02,0,0,-1.34551351
2020-01-03,0,0,1.1933361901250006
2020-01-04,0,1,7.197897840825001
2020-01-05,0,0,6.802128989340625
2020-01-06,0,4,7.562692746214062
2020-01-07,0,4,0.2943674922031245
2020-01-08,0,0,3.818772503564063
2020-01-09,0,1,6.723969521210938
2020-01-10,0,5,9.416828039748438
2020-01-11,0,1,-1.0020580460312498
2020-01-12,0,1,6.740902108303126
2020-01-13,0,4,-1.6742883656624994
2020-01-14,0,3,6.013975407571877
2020-01-15,0,0,-0.3814376301046869
2020-01-16,0,1,3.1054122723500015
2020-01-17,0,5,8.972832561945314
2020-01-18,0,0,1.3580304402906251
2020-01-19,0,0,-1.1881850109109373
2020-01-20,0,3,2.304153805839063
2020-01-21,1,0,5.185399293462501
2020-01-22,0,2,-0.08887493735937446
2020-01-23,0,3,0.251794559232813
2020-01-24,0,0,1.424917395401563
2020-01-25,0,0,-0.6083848790499993
2020-01-26,0,0,-0.38804250190624934
2020-01-27,0,3,0.7687710286421879
2020-01-28,0,1,2.7341291209531255
2020-01-29,0,2,1.5159043555484377
2020-01-30,0,3,10.53912085051875
2020-01-31,0,7,1.6636829419484367
2020-02-01,0,0,1.0423602714328122
2020-02-02,0,1,3.231865032428125
2020-02-03,0,2,1.1143992662500006
2020-02-04,0,1,3.2545548232343755
2020-02-05,0,0,23.102251428417187
2020-02-06,6,0,-0.9577333798890639
2020-02-07,2,0,3.31855373800625
2020-02-08,0,0,-1.5848112594421875
2020-02-09,0,1,11.04260100636094
2020-02-10,1,7,1.0994666003656257
2020-02-11,0,3,4.611458878825001
2020-02-12,0,2,-0.5052274421343745
2020-02-13,0,0,3.9453176224812516
2020-02-14,0,0,16.752433931856253
2020-02-15,0,0,8.55159132985
2020-02-16,0,0,-0.3844676551796882
2020-02-17,0,5,8.4454978300625
2020-02-18,0,2,1.934775890521876
2020-02-19,0,0,6.416100805548439
2020-02-20,0,1,6.164044615518751
2020-02-21,0,0,3.086432412385938
2020-02-22,1,0,2.305603919289063
2020-02-23,0,0,3.5069946936812513
2020-02-24,1,1,0.6081569835734386
2020-02-25,0,1,11.966601779771876
2020-02-26,4,0,7.987958802578126
2020-02-27,2,0,1.9255189532312498
2020-02-28,2,2,9.4057373943375
2020-02-29,0,0,4.908936767134375
2020-03-01,0,0,3.112797229007813
2020-03-02,0,2,3.352951969778126
2020-03-03,0,13,6.446776435039064
2020-03-04,0,0,15.205807463225002
2020-03-05,0,0,-0.8126548856234375
2020-03-06,6,0,2.2866772263281256
2020-03-07,0,4,0.4973034604343758
2020-03-08,1,0,2.8021593872453145
2020-03-09,1,0,1.8132921359203138
2020-03-10,1,1,15.945776889742188
2020-03-11,2,5,4.611750371945313
2020-03-12,0,1,0.029928915946874968
2020-03-13,0,1,1.6414295708578128
2020-03-14,0,0,4.880980850365626
2020-03-15,0,0,-1.3472151086749988
2020-03-16,0,0,4.178251491615626
2020-03-17,0,1,12.891751727059376
2020-03-18,2,3,-2.0891630276234374
2020-03-19,0,5,8.859367385779688
2020-03-20,0,0,19.307505742467185
2020-03-21,0,0,-2.0319235716187505
2020-03-22,1,0,0.29594900179843764
2020-03-23,1,0,11.659745228534376
2020-03-24,0,4,20.783266687421875
2020-03-25,0,1,6.391314980101562
2020-03-26,0,5,7.032135089496875
2020-03-27,0,0,9.25184123609375
2020-03-28,0,0,-1.9420960699374983
2020-03-29,2,1,-0.88154802127031
2020-03-30,0,0,3.670727682682815
2020-03-31,1,0,9.489421586975002
2020-04-01,0,0,-2.1393768698265614
2020-04-02,0,5,2.7679828990171886
2020-04-03,0,1,4.841112726984376
2020-04-04,0,0,-1.3109352402968741
2020-04-05,0,0,-0.7485425521968743
2020-04-06,1,1,18.528132215698438
2020-04-07,1,5,-1.2667130763640628
2020-04-08,0,0,1.7484057441484375
2020-04-09,2,1,8.897765762104687
2020-04-10,0,1,-1.6609229295624992
2020-04-11,2,0,-0.953386038237499
2020-04-12,0,4,1.3364243972843761
2020-04-13,1,0,2.3210825087500013
2020-04-14,0,1,14.216454818953126
2020-04-15,0,2,-0.026047724948438322
2020-04-16,0,3,2.8501342459171872
2020-04-17,2,1,14.867399312235937
2020-04-18,0,0,1.6943996996406252
2020-04-19,0,1,4.42125032
2020-04-20,0,1,4.39926859771875
2020-04-21,0,0,2.3827008871312514
2020-04-22,0,2,1.5749253046578136
2020-04-23,0,3,4.760471600929689
2020-04-24,0,0,14.645106352865625
2020-04-25,0,0,3.55511422160625
2020-04-26,0,1,-0.9356436451374999
2020-04-27,0,1,3.7914592342625006
2020-04-28,0,2,3.6650356841906264
2020-04-29,0,0,13.663737468971876
2020-04-30,6,0,5.675682273309375
2020-05-01,0,0,11.923993099298437
2020-05-02,0,0,0.3453934365343745
2020-05-03,2,0,-1.8172165274187488
2020-05-04,0,6,1.8777087780187516
2020-05-05,0,2,-1.1128480863640604
2020-05-06,0,0,9.21584062849219
2020-05-07,0,8,6.407613047085938
2020-05-08,2,6,11.290685422835939
2020-05-09,0,0,-2.227778541256251
2020-05-10,0,0,-1.2053999120499994
2020-05-11,1,2,9.244554853642189
2020-05-12,0,1,11.442128435953126
2020-05-13,0,1,2.7990526298921874
2020-05-14,4,0,2.27446113734375
2020-05-15,0,1,3.4931219192656258
2020-05-16,0,0,-1.4438588894906237
2020-05-17,1,0,-0.892635457967186
2020-05-18,0,1,9.412223125
2020-05-19,0,0,12.52650925609375
2020-05-20,0,3,-0.2470768758125006
2020-05-21,0,0,11.617788504454687
2020-05-22,1,0,1.8686390040078118
2020-05-23,0,0,3.426120524778126
2020-05-24,0,1,1.508926112320313
2020-05-25,0,9,16.764948862500002
2020-05-26,2,0,1.35301334734375
2020-05-27,3,0,11.125482037421875
2020-05-28,1,0,2.5308420872156248
2020-05-29,0,0,-0.8706458717749987
2020-05-30,0,0,0.689335646220314
2020-05-31,0,0,3.9277862110281268
2020-06-01,0,0,22.745635965773438
2020-06-02,0,1,2.8038466106109365
2020-06-03,0,1,-0.279422461459375
2020-06-04,0,3,4.483840026903125
