,ionic-team/ionic-framework,flutter/flutter,NativeScript/NativeScript
2022-04-21,3,29,0
2022-04-22,0,20,0
2022-04-23,0,5,0
2022-04-24,0,6,0
2022-04-25,3,19,2
2022-04-26,6,27,0
2022-04-27,6,31,0
2022-04-28,0,18,0
2022-04-29,5,18,0
2022-04-30,0,16,0
2022-05-01,0,7,0
2022-05-02,1,17,0
2022-05-03,3,19,0
2022-05-04,6,23,0
2022-05-05,1,24,0
2022-05-06,0,27,0
2022-05-07,0,21,0
2022-05-08,0,10,0
2022-05-09,3,18,0
2022-05-10,2,12,0
2022-05-11,4,27,0
2022-05-12,2,23,0
2022-05-13,2,21,0
2022-05-14,0,19,0
2022-05-15,0,7,0
2022-05-16,4,13,0
2022-05-17,0,22,0
2022-05-18,8,23,0
2022-05-19,4,31,0
2022-05-20,2,24,0
2022-05-21,0,12,0
2022-05-22,0,0,0
2022-05-23,4,6,0
2022-05-24,3,35,0
2022-05-25,1,33,1
2022-05-26,3,26,0
2022-05-27,0,31,0
2022-05-28,0,9,0
2022-05-29,0,7,0
2022-05-30,0,9,0
2022-05-31,6,17,0
2022-06-01,4,21,1
2022-06-02,1,25,0
2022-06-03,4,23,0
2022-06-04,0,8,5
2022-06-05,0,4,0
2022-06-06,0,20,0
2022-06-07,6,28,0
2022-06-08,7,21,0
2022-06-09,4,26,0
2022-06-10,3,18,0
2022-06-11,0,7,0
2022-06-12,0,3,0
2022-06-13,4,8,0
2022-06-14,7,6,0
2022-06-15,5,14,4
2022-06-16,5,19,0
2022-06-17,7,19,0
2022-06-18,0,9,0
2022-06-19,0,1,0
2022-06-20,0,5,3
2022-06-21,4,14,0
2022-06-22,5,21,0
2022-06-23,1,6,0
2022-06-24,5,8,0
2022-06-25,0,6,0
2022-06-26,0,3,0
2022-06-27,2,16,0
2022-06-28,2,21,0
2022-06-29,4,22,0
2022-06-30,3,25,0
2022-07-01,3,12,2
2022-07-02,0,11,0
2022-07-03,0,4,0
2022-07-04,0,9,0
2022-07-05,1,7,0
2022-07-06,7,17,1
2022-07-07,2,29,0
2022-07-08,1,19,0
2022-07-09,0,13,56
2022-07-10,0,5,0
2022-07-11,1,17,0
2022-07-12,3,21,0
2022-07-13,4,17,13
2022-07-14,4,19,2
2022-07-15,4,28,2
2022-07-16,0,5,2
2022-07-17,0,1,0
2022-07-18,0,17,1
2022-07-19,5,32,0
2022-07-20,6,26,0
2022-07-21,3,29,5
2022-07-22,0,23,7
2022-07-23,0,11,1
2022-07-24,0,2,0
2022-07-25,1,23,4
2022-07-26,1,26,7
2022-07-27,11,37,1
2022-07-28,4,31,0
2022-07-29,0,31,1
2022-07-30,0,14,1
2022-07-31,0,7,2
2022-08-01,2,16,0
2022-08-02,0,25,5
2022-08-03,7,26,0
2022-08-04,1,21,0
2022-08-05,2,21,0
2022-08-06,0,11,0
2022-08-07,0,7,0
2022-08-08,2,20,3
2022-08-09,0,25,0
2022-08-10,4,30,1
2022-08-11,4,27,7
2022-08-12,2,20,0
2022-08-13,0,8,1
2022-08-14,0,5,0
2022-08-15,1,17,0
2022-08-16,4,19,0
2022-08-17,4,35,0
2022-08-18,1,16,0
2022-08-19,0,22,0
2022-08-20,0,12,4
2022-08-21,0,8,0
2022-08-22,5,22,0
2022-08-23,10,13,0
2022-08-24,7,37,1
2022-08-25,4,24,1
2022-08-26,4,36,0
2022-08-27,0,6,0
2022-08-28,0,9,0
2022-08-29,5,17,0
2022-08-30,4,22,0
2022-08-31,3,13,0
2022-09-01,5,16,0
2022-09-02,3,27,0
2022-09-03,0,9,0
2022-09-04,0,7,0
2022-09-05,0,12,0
2022-09-06,3,17,0
2022-09-07,4,29,1
2022-09-08,3,23,0
2022-09-09,12,33,0
2022-09-10,0,5,0
2022-09-11,0,0,5
2022-09-12,2,24,0
2022-09-13,9,26,1
2022-09-14,7,24,1
2022-09-15,3,27,0
2022-09-16,12,27,0
2022-09-17,0,11,0
2022-09-18,0,3,0
2022-09-19,3,33,0
2022-09-20,3,32,1
2022-09-21,8,31,0
2022-09-22,3,21,0
2022-09-23,11,22,3
2022-09-24,0,7,0
2022-09-25,0,4,0
2022-09-26,5,21,0
2022-09-27,9,25,1
2022-09-28,9,36,0
2022-09-29,4,30,0
2022-09-30,13,13,1
2022-10-01,0,9,0
2022-10-02,0,1,0
2022-10-03,4,19,1
2022-10-04,3,20,2
2022-10-05,5,21,0
2022-10-06,0,31,1
2022-10-07,3,23,1
2022-10-08,0,10,0
2022-10-09,0,2,0
2022-10-10,10,13,0
2022-10-11,5,16,0
2022-10-12,5,12,0
2022-10-13,5,10,0
2022-10-14,6,6,0
2022-10-15,0,0,2
2022-10-16,0,0,0
2022-10-17,9,23,0
2022-10-18,0,13,0
2022-10-19,2,11,0
2022-10-20,0,20,0
2022-10-21,1,12,0
2022-10-22,0,7,0
2022-10-23,0,4,1
2022-10-24,7,25,0
2022-10-25,0,30,0
2022-10-26,8,26,0
2022-10-27,1,18,0
2022-10-28,1,12,0
2022-10-29,0,11,0
2022-10-30,0,4,0
2022-10-31,4,17,0
2022-11-01,9,24,0
2022-11-02,7,27,1
2022-11-03,2,8,0
2022-11-04,0,23,1
2022-11-05,0,9,0
2022-11-06,0,6,0
2022-11-07,2,26,8
2022-11-08,6,8,6
2022-11-09,6,9,1
2022-11-10,4,21,0
2022-11-11,2,14,0
2022-11-12,0,17,5
2022-11-13,0,8,1
2022-11-14,9,14,2
2022-11-15,7,31,0
2022-11-16,12,27,0
2022-11-17,3,30,2
2022-11-18,5,31,5
2022-11-19,0,10,0
2022-11-20,0,4,1
2022-11-21,10,20,0
2022-11-22,12,15,0
2022-11-23,6,13,0
2022-11-24,0,9,11
2022-11-25,0,0,0
2022-11-26,0,0,0
2022-11-27,0,0,0
2022-11-28,1,15,4
2022-11-29,3,30,3
2022-11-30,12,29,10
2022-12-01,2,23,0
2022-12-02,6,19,0
2022-12-03,0,9,0
2022-12-04,0,5,0
2022-12-05,12,16,0
2022-12-06,5,21,0
2022-12-07,14,17,0
2022-12-08,11,7,0
2022-12-09,12,13,0
2022-12-10,0,4,0
2022-12-11,0,7,0
2022-12-12,4,21,0
2022-12-13,4,17,0
2022-12-14,9,17,0
2022-12-15,6,13,0
2022-12-16,3,18,0
2022-12-17,0,11,0
2022-12-18,0,6,1
2022-12-19,0,12,0
2022-12-20,6,18,0
2022-12-21,0,25,2
2022-12-22,0,10,1
2022-12-23,0,12,0
2022-12-24,0,5,0
2022-12-25,0,2,0
2022-12-26,0,5,0
2022-12-27,0,18,0
2022-12-28,0,14,2
2022-12-29,0,14,2
2022-12-30,0,10,0
2022-12-31,0,2,0
2023-01-01,0,3,0
2023-01-02,0,4,0
2023-01-03,0,12,2
2023-01-04,12,10,6
2023-01-05,3,13,0
2023-01-06,3,9,0
2023-01-07,0,0,1
2023-01-08,0,0,0
2023-01-09,2,16,4
2023-01-10,1,20,0
2023-01-11,7,11,0
2023-01-12,0,22,0
2023-01-13,0,22,0
2023-01-14,0,3,1
2023-01-15,0,1,0
2023-01-16,0,2,4
2023-01-17,4,8,0
2023-01-18,15,16,0
2023-01-19,7,25,3
2023-01-20,2,28,2
2023-01-21,0,13,1
2023-01-22,0,4,0
2023-01-23,9,17,5
2023-01-24,3,21,0
2023-01-25,16,30,0
2023-01-26,2,15,0
2023-01-27,5,17,0
2023-01-28,0,8,0
2023-01-29,0,4,0
2023-01-30,4,17,0
2023-01-31,3,28,4
2023-02-01,10,26,0
2023-02-02,4,26,0
2023-02-03,4,26,1
2023-02-04,0,7,0
2023-02-05,0,3,1
2023-02-06,3,9,0
2023-02-07,4,20,0
2023-02-08,14,22,0
2023-02-09,4,20,0
2023-02-10,2,15,0
2023-02-11,0,10,0
2023-02-12,0,6,0
2023-02-13,7,27,0
2023-02-14,0,10,1
2023-02-15,10,36,5
2023-02-16,6,20,1
2023-02-17,3,19,1
2023-02-18,0,11,1
2023-02-19,0,5,1
2023-02-20,5,6,1
2023-02-21,7,18,3
2023-02-22,19,6,0
2023-02-23,1,35,0
2023-02-24,0,13,0
2023-02-25,0,6,0
2023-02-26,0,2,0
2023-02-27,7,20,0
2023-02-28,7,27,0
2023-03-01,30,28,1
2023-03-02,6,21,1
2023-03-03,8,15,3
2023-03-04,0,6,0
2023-03-05,0,1,0
2023-03-06,5,21,0
2023-03-07,6,16,0
2023-03-08,12,26,1
2023-03-09,3,24,0
2023-03-10,2,21,1
2023-03-11,0,5,0
2023-03-12,0,1,0
2023-03-13,3,15,1
2023-03-14,4,29,0
2023-03-15,12,18,0
2023-03-16,0,23,1
2023-03-17,6,22,5
2023-03-18,0,5,0
2023-03-19,0,5,0
2023-03-20,4,18,0
2023-03-21,1,21,0
2023-03-22,14,26,4
2023-03-23,12,31,2
2023-03-24,13,22,0
2023-03-25,0,4,0
2023-03-26,0,2,0
2023-03-27,8,13,2
2023-03-28,5,28,8
2023-03-29,14,18,0
2023-03-30,6,35,0
2023-03-31,3,23,0
2023-04-01,0,9,0
2023-04-02,0,6,0
2023-04-03,4,18,0
2023-04-04,5,31,1
2023-04-05,7,22,1
2023-04-06,0,31,1
2023-04-07,0,23,0
2023-04-08,0,4,0
2023-04-09,0,4,0
2023-04-10,5,19,0
2023-04-11,5,21,1
2023-04-12,8,29,1
2023-04-13,3,16,1
2023-04-14,3,22,0
2023-04-15,0,12,0
2023-04-16,0,2,0
2023-04-17,5,14,4
2023-04-18,6,29,0
2023-04-19,6,20,0
2023-04-20,4,20,0
2023-04-21,0,22,0
2023-04-22,0,5,1
2023-04-23,0,3,0
2023-04-24,2,17,1
2023-04-25,4,19,2
2023-04-26,13,20,1
2023-04-27,16,22,0
2023-04-28,17,17,0
2023-04-29,0,13,0
2023-04-30,0,5,0
2023-05-01,1,17,2
2023-05-02,3,23,0
2023-05-03,17,22,0
2023-05-04,20,19,1
2023-05-05,5,30,1
2023-05-06,0,11,0
2023-05-07,0,0,0
2023-05-08,7,18,0
2023-05-09,10,9,0
2023-05-10,1,9,1
2023-05-11,9,11,1
2023-05-12,6,13,0
2023-05-13,0,9,0
2023-05-14,0,4,0
2023-05-15,0,20,0
