,gorhill/ublock,brave/brave-browser,adblockplus/adblockplus
2019-12-17,1,7,0
2019-12-18,0,7,0
2019-12-19,0,5,0
2019-12-20,0,2,0
2019-12-21,0,1,0
2019-12-22,0,0,0
2019-12-23,0,1,0
2019-12-24,1,2,0
2019-12-25,0,0,0
2019-12-26,0,0,0
2019-12-27,0,0,0
2019-12-28,0,0,0
2019-12-29,0,0,0
2019-12-30,4,3,0
2019-12-31,5,7,0
2020-01-01,0,3,0
2020-01-02,0,7,0
2020-01-03,0,2,0
2020-01-04,1,1,0
2020-01-05,0,1,0
2020-01-06,0,7,1
2020-01-07,0,7,2
2020-01-08,0,8,0
2020-01-09,2,4,0
2020-01-10,4,8,1
2020-01-11,0,2,0
2020-01-12,0,0,0
2020-01-13,0,6,1
2020-01-14,0,4,0
2020-01-15,0,6,0
2020-01-16,0,3,1
2020-01-17,0,13,0
2020-01-18,1,7,0
2020-01-19,0,0,0
2020-01-20,0,1,2
2020-01-21,4,8,4
2020-01-22,0,6,1
2020-01-23,2,12,1
2020-01-24,2,5,0
2020-01-25,3,3,0
2020-01-26,0,0,0
2020-01-27,0,5,0
2020-01-28,0,6,2
2020-01-29,0,15,0
2020-01-30,2,2,1
2020-01-31,1,1,9
2020-02-01,5,1,0
2020-02-02,3,0,0
2020-02-03,4,7,0
2020-02-04,1,8,1
2020-02-05,0,5,0
2020-02-06,6,5,0
2020-02-07,0,12,1
2020-02-08,0,5,0
2020-02-09,6,0,0
2020-02-10,3,8,0
2020-02-11,0,9,1
2020-02-12,0,6,2
2020-02-13,0,11,0
2020-02-14,4,6,1
2020-02-15,1,1,0
2020-02-16,0,1,0
2020-02-17,4,6,0
2020-02-18,5,8,1
2020-02-19,2,10,0
2020-02-20,6,4,1
2020-02-21,9,4,0
2020-02-22,3,1,0
2020-02-23,6,0,0
2020-02-24,7,5,1
2020-02-25,4,6,0
2020-02-26,0,7,1
2020-02-27,5,9,2
2020-02-28,5,4,3
2020-02-29,0,1,0
2020-03-01,0,0,0
2020-03-02,6,3,0
2020-03-03,3,5,0
2020-03-04,1,8,2
2020-03-05,0,6,0
2020-03-06,1,4,0
2020-03-07,3,0,0
2020-03-08,2,0,0
2020-03-09,4,5,3
2020-03-10,0,17,0
2020-03-11,0,6,0
2020-03-12,0,2,0
2020-03-13,0,9,0
2020-03-14,2,1,0
2020-03-15,8,0,0
2020-03-16,7,4,0
2020-03-17,0,9,0
2020-03-18,6,9,0
2020-03-19,4,13,2
2020-03-20,0,5,0
2020-03-21,0,1,0
2020-03-22,4,1,0
2020-03-23,4,3,0
2020-03-24,6,7,0
2020-03-25,0,3,0
2020-03-26,5,5,0
2020-03-27,0,8,0
2020-03-28,0,1,0
2020-03-29,0,1,0
2020-03-30,0,1,0
2020-03-31,0,3,2
2020-04-01,1,10,2
2020-04-02,0,8,1
2020-04-03,3,10,1
2020-04-04,3,1,0
2020-04-05,8,0,0
2020-04-06,4,9,0
2020-04-07,0,10,2
2020-04-08,6,22,1
2020-04-09,8,5,0
2020-04-10,5,4,0
2020-04-11,4,2,0
2020-04-12,0,8,0
2020-04-13,9,7,0
2020-04-14,8,12,0
2020-04-15,5,6,1
2020-04-16,4,10,1
2020-04-17,1,7,3
2020-04-18,5,1,0
2020-04-19,1,0,0
2020-04-20,4,10,2
2020-04-21,3,10,3
2020-04-22,8,10,1
2020-04-23,8,9,0
2020-04-24,5,6,1
2020-04-25,14,1,0
2020-04-26,6,0,0
2020-04-27,9,10,0
2020-04-28,7,6,0
2020-04-29,5,3,2
2020-04-30,6,8,1
2020-05-01,9,6,0
2020-05-02,6,3,0
2020-05-03,6,1,0
2020-05-04,6,5,3
2020-05-05,5,7,0
2020-05-06,11,9,0
2020-05-07,8,6,0
2020-05-08,4,3,0
2020-05-09,0,1,0
2020-05-10,4,4,0
2020-05-11,8,3,1
2020-05-12,6,11,1
2020-05-13,2,4,0
2020-05-14,0,9,2
2020-05-15,15,3,0
2020-05-16,13,1,0
2020-05-17,8,0,0
2020-05-18,9,3,0
2020-05-19,6,5,0
2020-05-20,4,6,1
2020-05-21,0,5,0
2020-05-22,6,5,0
2020-05-23,4,2,0
2020-05-24,5,0,0
2020-05-25,5,3,2
2020-05-26,2,18,0
2020-05-27,5,7,0
2020-05-28,0,4,0
2020-05-29,4,6,1
2020-05-30,0,1,0
2020-05-31,3,0,0
2020-06-01,0,6,0
2020-06-02,0,34,1
2020-06-03,0,9,2
2020-06-04,5,6,0
2020-06-05,4,3,0
2020-06-06,4,1,0
2020-06-07,8,3,0
2020-06-08,9,5,0
2020-06-09,1,8,0
2020-06-10,6,5,0
2020-06-11,1,8,0
2020-06-12,0,5,0
2020-06-13,8,2,0
2020-06-14,7,0,0
2020-06-15,8,6,0
2020-06-16,4,9,0
2020-06-17,4,7,1
2020-06-18,6,6,0
2020-06-19,3,3,1
2020-06-20,0,1,0
2020-06-21,7,0,0
2020-06-22,0,10,1
2020-06-23,0,11,0
2020-06-24,1,6,2
2020-06-25,4,3,2
2020-06-26,3,5,2
2020-06-27,3,1,0
2020-06-28,3,0,0
2020-06-29,0,5,0
2020-06-30,1,3,0
2020-07-01,0,4,2
2020-07-02,3,4,0
2020-07-03,7,6,0
2020-07-04,10,1,0
2020-07-05,7,0,0
2020-07-06,6,4,0
2020-07-07,0,4,0
2020-07-08,4,4,0
2020-07-09,1,5,0
2020-07-10,4,5,0
2020-07-11,5,1,0
2020-07-12,2,0,0
2020-07-13,8,5,1
2020-07-14,0,3,0
2020-07-15,3,4,1
2020-07-16,5,7,0
2020-07-17,3,3,0
2020-07-18,8,2,0
2020-07-19,9,0,0
2020-07-20,3,8,1
2020-07-21,3,7,0
2020-07-22,1,3,0
2020-07-23,0,7,0
2020-07-24,8,5,0
2020-07-25,0,1,0
2020-07-26,0,0,0
2020-07-27,7,4,0
2020-07-28,0,26,0
2020-07-29,4,7,0
2020-07-30,1,5,0
2020-07-31,0,4,0
2020-08-01,1,2,0
2020-08-02,6,0,0
2020-08-03,6,3,0
2020-08-04,9,5,1
2020-08-05,6,5,1
2020-08-06,5,6,1
2020-08-07,2,5,0
2020-08-08,0,2,0
2020-08-09,1,1,0
2020-08-10,7,3,0
2020-08-11,0,4,0
2020-08-12,0,5,0
2020-08-13,4,6,0
2020-08-14,6,4,0
2020-08-15,1,1,0
2020-08-16,13,0,0
2020-08-17,3,3,0
2020-08-18,4,5,2
2020-08-19,0,8,0
2020-08-20,1,8,0
2020-08-21,8,4,0
2020-08-22,5,1,0
2020-08-23,0,0,0
2020-08-24,8,4,0
2020-08-25,5,4,1
2020-08-26,3,5,0
2020-08-27,4,5,0
2020-08-28,2,3,0
2020-08-29,1,1,0
2020-08-30,1,0,0
2020-08-31,0,6,1
2020-09-01,7,3,0
2020-09-02,0,6,0
2020-09-03,5,3,0
2020-09-04,0,3,0
2020-09-05,1,2,0
2020-09-06,0,0,0
2020-09-07,4,3,0
2020-09-08,0,6,0
2020-09-09,5,7,0
2020-09-10,5,7,0
2020-09-11,5,7,0
2020-09-12,9,1,0
2020-09-13,11,0,0
2020-09-14,11,3,0
2020-09-15,0,7,0
2020-09-16,4,3,1
2020-09-17,0,3,0
2020-09-18,5,4,0
2020-09-19,4,1,0
2020-09-20,6,0,0
2020-09-21,4,6,1
2020-09-22,7,3,0
2020-09-23,7,8,0
2020-09-24,4,6,3
2020-09-25,0,5,0
2020-09-26,1,1,0
2020-09-27,0,0,0
2020-09-28,1,5,0
2020-09-29,0,5,0
2020-09-30,5,3,1
2020-10-01,3,4,0
2020-10-02,7,4,1
2020-10-03,5,3,0
2020-10-04,0,0,0
2020-10-05,7,5,1
2020-10-06,4,4,0
2020-10-07,9,9,0
2020-10-08,5,1,0
2020-10-09,3,3,1
2020-10-10,4,1,0
2020-10-11,5,0,0
2020-10-12,7,3,0
2020-10-13,8,3,0
2020-10-14,5,7,0
2020-10-15,0,6,0
2020-10-16,6,2,0
2020-10-17,3,1,0
2020-10-18,8,0,0
2020-10-19,6,3,0
2020-10-20,4,6,0
2020-10-21,4,8,0
2020-10-22,4,3,0
2020-10-23,3,3,0
2020-10-24,3,1,0
2020-10-25,4,0,0
2020-10-26,0,3,0
2020-10-27,4,5,0
2020-10-28,1,4,0
2020-10-29,4,4,0
2020-10-30,0,6,0
2020-10-31,7,1,0
2020-11-01,3,0,0
2020-11-02,8,7,0
2020-11-03,3,5,0
2020-11-04,3,7,0
2020-11-05,1,5,0
2020-11-06,8,3,0
2020-11-07,5,1,0
2020-11-08,8,0,0
2020-11-09,3,3,0
2020-11-10,5,3,0
2020-11-11,9,9,0
2020-11-12,3,8,0
2020-11-13,9,4,0
2020-11-14,8,2,0
2020-11-15,4,0,0
2020-11-16,4,5,0
2020-11-17,3,8,0
2020-11-18,5,6,0
2020-11-19,2,5,0
2020-11-20,5,5,0
2020-11-21,4,1,0
2020-11-22,0,0,0
2020-11-23,8,3,0
2020-11-24,0,2,0
2020-11-25,3,3,0
2020-11-26,5,3,0
2020-11-27,2,8,0
2020-11-28,8,1,0
2020-11-29,8,0,0
2020-11-30,5,1,0
2020-12-01,3,7,0
2020-12-02,7,6,0
2020-12-03,4,8,0
2020-12-04,4,5,0
2020-12-05,5,1,0
2020-12-06,4,0,0
2020-12-07,6,3,1
2020-12-08,10,5,0
2020-12-09,22,4,1
2020-12-10,8,8,0
2020-12-11,12,2,0
2020-12-12,6,0,0
2020-12-13,1,1,0
2020-12-14,5,3,0
2020-12-15,5,3,0
2020-12-16,5,3,0
2020-12-17,3,3,0
2020-12-18,3,10,0
2020-12-19,0,0,0
2020-12-20,4,0,0
2020-12-21,3,2,0
2020-12-22,4,4,0
2020-12-23,0,1,0
2020-12-24,5,1,0
2020-12-25,0,0,0
2020-12-26,7,0,0
2020-12-27,3,0,0
2020-12-28,6,1,0
2020-12-29,5,3,0
2020-12-30,0,5,0
2020-12-31,0,5,0
2021-01-01,4,3,0
2021-01-02,7,0,0
2021-01-03,0,0,0
2021-01-04,3,1,0
2021-01-05,4,1,0
2021-01-06,7,4,0
2021-01-07,2,6,0
2021-01-08,8,8,0
