,nwjs/nw.js,AvaloniaUI/Avalonia,electron/electron
2021-01-12,2,13,2
2021-01-13,0,5,7
2021-01-14,0,1,3
2021-01-15,0,7,2
2021-01-16,0,6,0
2021-01-17,0,1,0
2021-01-18,0,0,1
2021-01-19,23,10,7
2021-01-20,1,13,7
2021-01-21,0,7,12
2021-01-22,0,5,2
2021-01-23,2,7,1
2021-01-24,3,0,0
2021-01-25,0,6,10
2021-01-26,1,6,6
2021-01-27,0,10,3
2021-01-28,0,13,5
2021-01-29,0,0,5
2021-01-30,0,1,1
2021-01-31,1,2,0
2021-02-01,0,0,2
2021-02-02,0,1,8
2021-02-03,0,2,2
2021-02-04,0,2,2
2021-02-05,0,0,6
2021-02-06,1,6,0
2021-02-07,1,13,0
2021-02-08,2,9,8
2021-02-09,0,48,5
2021-02-10,0,6,5
2021-02-11,0,3,6
2021-02-12,0,7,2
2021-02-13,1,2,0
2021-02-14,0,2,0
2021-02-15,1,7,3
2021-02-16,0,19,4
2021-02-17,0,3,4
2021-02-18,1,0,5
2021-02-19,0,2,4
2021-02-20,0,0,0
2021-02-21,2,4,0
2021-02-22,1,6,4
2021-02-23,0,16,2
2021-02-24,0,7,2
2021-02-25,1,10,4
2021-02-26,0,7,3
2021-02-27,0,0,0
2021-02-28,0,4,0
2021-03-01,0,12,8
2021-03-02,0,11,5
2021-03-03,14,5,2
2021-03-04,1,15,9
2021-03-05,2,18,12
2021-03-06,0,3,9
2021-03-07,0,3,3
2021-03-08,0,16,8
2021-03-09,1,11,6
2021-03-10,0,9,7
2021-03-11,0,9,3
2021-03-12,0,5,8
2021-03-13,0,3,4
2021-03-14,0,1,1
2021-03-15,0,2,10
2021-03-16,0,9,31
2021-03-17,1,3,5
2021-03-18,0,24,9
2021-03-19,0,30,3
2021-03-20,0,10,0
2021-03-21,0,9,0
2021-03-22,0,16,16
2021-03-23,0,8,5
2021-03-24,2,6,11
2021-03-25,2,10,5
2021-03-26,0,5,5
2021-03-27,0,1,1
2021-03-28,2,9,0
2021-03-29,0,2,5
2021-03-30,0,5,5
2021-03-31,1,0,11
2021-04-01,0,6,4
2021-04-02,0,5,2
2021-04-03,0,1,0
2021-04-04,0,5,0
2021-04-05,1,12,4
2021-04-06,2,21,9
2021-04-07,0,12,6
2021-04-08,1,8,6
2021-04-09,0,8,3
2021-04-10,10,4,0
2021-04-11,3,2,2
2021-04-12,0,5,4
2021-04-13,0,5,5
2021-04-14,0,2,1
2021-04-15,1,10,4
2021-04-16,0,6,2
2021-04-17,0,1,0
2021-04-18,0,3,0
2021-04-19,0,18,8
2021-04-20,0,0,2
2021-04-21,0,15,6
2021-04-22,0,12,7
2021-04-23,1,8,3
2021-04-24,0,1,0
2021-04-25,0,1,0
2021-04-26,0,0,15
2021-04-27,1,2,6
2021-04-28,2,1,11
2021-04-29,0,6,7
2021-04-30,0,16,1
2021-05-01,0,6,0
2021-05-02,1,6,0
2021-05-03,0,6,7
2021-05-04,0,2,9
2021-05-05,0,4,10
2021-05-06,0,7,10
2021-05-07,0,3,2
2021-05-08,0,7,1
2021-05-09,2,5,6
2021-05-10,0,18,11
2021-05-11,0,4,5
2021-05-12,0,4,9
2021-05-13,0,15,9
2021-05-14,2,9,5
2021-05-15,0,2,2
2021-05-16,0,10,0
2021-05-17,0,12,4
2021-05-18,0,12,7
2021-05-19,0,21,12
2021-05-20,0,6,1
2021-05-21,0,12,1
2021-05-22,0,1,1
2021-05-23,0,2,1
2021-05-24,10,4,17
2021-05-25,3,2,1
2021-05-26,3,2,5
2021-05-27,0,2,10
2021-05-28,0,12,6
2021-05-29,0,13,0
2021-05-30,0,10,0
2021-05-31,2,15,4
2021-06-01,0,0,11
2021-06-02,0,0,15
2021-06-03,0,1,6
2021-06-04,0,3,6
2021-06-05,0,0,0
2021-06-06,0,9,0
2021-06-07,0,9,7
2021-06-08,0,16,6
2021-06-09,0,6,6
2021-06-10,0,5,3
2021-06-11,0,9,1
2021-06-12,0,2,0
2021-06-13,0,0,0
2021-06-14,0,15,11
2021-06-15,0,19,9
2021-06-16,0,11,6
2021-06-17,0,26,7
2021-06-18,0,4,4
2021-06-19,0,14,0
2021-06-20,0,2,0
2021-06-21,2,2,9
2021-06-22,0,0,6
2021-06-23,0,2,4
2021-06-24,0,5,4
2021-06-25,0,10,1
2021-06-26,0,2,0
2021-06-27,0,2,0
2021-06-28,0,0,3
2021-06-29,2,2,4
2021-06-30,0,3,8
2021-07-01,0,3,3
2021-07-02,2,12,5
2021-07-03,1,5,1
2021-07-04,0,3,3
2021-07-05,1,8,3
2021-07-06,0,15,4
2021-07-07,0,4,3
2021-07-08,0,24,5
2021-07-09,0,7,2
2021-07-10,0,21,0
2021-07-11,0,5,0
2021-07-12,0,9,7
2021-07-13,0,13,7
2021-07-14,0,10,12
2021-07-15,0,17,4
2021-07-16,0,4,1
2021-07-17,0,1,0
2021-07-18,0,0,0
2021-07-19,17,7,6
2021-07-20,0,14,2
2021-07-21,3,5,3
2021-07-22,2,2,3
2021-07-23,0,1,1
2021-07-24,0,0,0
2021-07-25,0,0,0
2021-07-26,0,3,5
2021-07-27,0,4,5
2021-07-28,0,5,6
2021-07-29,0,26,5
2021-07-30,0,5,3
2021-07-31,0,1,0
2021-08-01,0,23,0
2021-08-02,1,6,6
2021-08-03,0,3,6
2021-08-04,0,10,4
2021-08-05,0,2,6
2021-08-06,0,7,4
2021-08-07,0,5,0
2021-08-08,0,1,0
2021-08-09,0,3,2
2021-08-10,0,6,5
2021-08-11,0,3,6
2021-08-12,0,0,2
2021-08-13,0,6,16
2021-08-14,0,3,2
2021-08-15,0,0,0
2021-08-16,0,15,6
2021-08-17,0,2,6
2021-08-18,0,1,10
2021-08-19,0,0,7
2021-08-20,0,0,1
2021-08-21,0,0,0
2021-08-22,7,0,0
2021-08-23,1,11,3
2021-08-24,0,2,2
2021-08-25,0,8,5
2021-08-26,0,7,1
2021-08-27,1,5,3
2021-08-28,2,2,0
2021-08-29,0,2,0
2021-08-30,0,5,2
2021-08-31,2,13,3
2021-09-01,0,12,8
2021-09-02,0,7,5
2021-09-03,0,2,4
2021-09-04,2,1,0
2021-09-05,0,0,0
2021-09-06,3,7,7
2021-09-07,1,8,11
2021-09-08,0,11,1
2021-09-09,0,26,2
2021-09-10,0,26,2
2021-09-11,0,15,0
2021-09-12,1,7,0
2021-09-13,0,2,3
2021-09-14,0,2,2
2021-09-15,0,1,8
2021-09-16,1,2,3
2021-09-17,0,7,3
2021-09-18,0,16,0
2021-09-19,2,0,0
2021-09-20,0,12,3
2021-09-21,0,6,9
2021-09-22,18,5,3
2021-09-23,1,21,6
2021-09-24,0,2,4
2021-09-25,4,2,0
2021-09-26,3,3,0
2021-09-27,0,5,14
2021-09-28,0,12,2
2021-09-29,0,17,3
2021-09-30,0,7,4
2021-10-01,1,2,1
2021-10-02,0,7,0
2021-10-03,1,2,0
2021-10-04,0,23,5
2021-10-05,0,9,4
2021-10-06,0,18,6
2021-10-07,0,11,3
2021-10-08,0,0,2
2021-10-09,1,0,0
2021-10-10,1,0,0
2021-10-11,2,2,5
2021-10-12,0,1,3
2021-10-13,0,1,5
2021-10-14,0,2,6
2021-10-15,0,30,2
2021-10-16,0,10,0
2021-10-17,0,3,0
2021-10-18,0,8,1
2021-10-19,0,20,7
2021-10-20,0,3,2
2021-10-21,0,12,3
2021-10-22,0,18,4
2021-10-23,0,11,0
2021-10-24,0,13,0
2021-10-25,12,9,7
2021-10-26,1,38,5
2021-10-27,0,13,5
2021-10-28,4,23,3
2021-10-29,0,4,1
2021-10-30,0,0,0
2021-10-31,0,2,0
2021-11-01,0,1,6
2021-11-02,0,2,1
2021-11-03,0,19,5
2021-11-04,0,5,5
2021-11-05,0,7,1
2021-11-06,0,0,1
2021-11-07,0,2,0
2021-11-08,0,4,4
2021-11-09,0,27,5
2021-11-10,0,7,4
2021-11-11,1,6,3
2021-11-12,0,24,1
2021-11-13,0,3,0
2021-11-14,0,2,1
2021-11-15,0,2,9
2021-11-16,0,3,3
2021-11-17,0,2,5
2021-11-18,0,8,1
2021-11-19,0,15,1
2021-11-20,0,2,0
2021-11-21,0,8,0
2021-11-22,5,33,6
2021-11-23,0,19,3
2021-11-24,2,2,4
2021-11-25,0,7,1
2021-11-26,0,1,2
2021-11-27,0,3,0
2021-11-28,0,19,0
2021-11-29,4,11,2
2021-11-30,0,8,8
2021-12-01,0,31,1
2021-12-02,0,1,2
2021-12-03,2,2,1
2021-12-04,0,0,0
2021-12-05,1,10,0
2021-12-06,0,21,4
2021-12-07,0,17,3
2021-12-08,0,1,1
2021-12-09,0,14,1
2021-12-10,0,9,1
2021-12-11,0,5,0
2021-12-12,0,7,0
2021-12-13,0,17,2
2021-12-14,0,2,2
2021-12-15,0,8,2
2021-12-16,0,5,2
2021-12-17,0,17,1
2021-12-18,1,13,1
2021-12-19,4,14,0
2021-12-20,3,18,1
2021-12-21,6,4,1
2021-12-22,0,25,1
2021-12-23,0,28,1
2021-12-24,0,4,0
2021-12-25,13,7,0
2021-12-26,1,2,0
2021-12-27,0,14,2
2021-12-28,0,4,1
2021-12-29,0,4,1
2021-12-30,0,16,0
2021-12-31,0,10,1
2022-01-01,0,8,0
2022-01-02,1,2,0
2022-01-03,2,20,7
2022-01-04,1,6,3
2022-01-05,1,9,3
2022-01-06,2,3,7
2022-01-07,0,7,4
2022-01-08,10,0,0
2022-01-09,2,0,0
2022-01-10,2,2,7
2022-01-11,0,10,3
2022-01-12,0,5,5
2022-01-13,0,9,7
2022-01-14,0,5,1
2022-01-15,0,1,0
2022-01-16,0,20,0
2022-01-17,0,14,5
2022-01-18,0,10,4
2022-01-19,0,13,3
2022-01-20,0,20,4
2022-01-21,0,8,4
2022-01-22,0,19,0
2022-01-23,0,13,0
2022-01-24,0,20,5
2022-01-25,0,17,6
2022-01-26,0,22,6
2022-01-27,0,25,4
2022-01-28,0,21,2
2022-01-29,0,5,0
2022-01-30,0,13,0
2022-01-31,0,18,6
2022-02-01,3,13,6
2022-02-02,0,15,7
2022-02-03,0,25,3
2022-02-04,0,7,1
