,puppeteer/puppeteer,gocolly/colly,seleniumhq/selenium
2023-08-25,-0.8323674679765624,0,2
2023-08-26,-0.47103237474843707,0,8
2023-08-27,-0.3262514478234369,0,7
2023-08-28,2.8073263200000005,0,10
2023-08-29,8.54362924771875,0,11
2023-08-30,11.83356821713125,0,6
2023-08-31,3.111223718345311,0,17
2023-09-01,1.5330426903296868,0,7
2023-09-02,-1.1634081601437498,0,3
2023-09-03,0.2693507125000013,0,0
2023-09-04,1.3499305487500015,0,12
2023-09-05,4.312774382203126,0,8
2023-09-06,0.011810261501562946,0,3
2023-09-07,2.302405239223438,0,2
2023-09-08,0.2647505132046878,0,3
2023-09-09,-0.482907214226562,0,1
2023-09-10,-0.29436052885781205,0,1
2023-09-11,4.795829981984376,0,7
2023-09-12,2.3348212776828126,0,1
2023-09-13,5.3436642460999995,0,4
2023-09-14,3.024494323054687,0,1
2023-09-15,2.0929900121671876,0,3
2023-09-16,2.1716638793765624,0,13
2023-09-17,-0.7955341650359371,0,17
2023-09-18,7.505194981250001,0,6
2023-09-19,7.827950771171875,0,4
2023-09-20,6.439752820773437,0,3
2023-09-21,5.352182491798437,0,1
2023-09-22,11.356766506471875,0,3
2023-09-23,-2.253477937940625,0,6
2023-09-24,-1.2540483466546866,0,6
2023-09-25,2.123524259892189,0,16
2023-09-26,7.036884379625002,0,16
2023-09-27,-0.4787070449281243,0,8
