,grafana/grafana,elastic/kibana,getsentry/sentry
2024-07-29,29,37,77
2024-07-30,29,47,79
2024-07-31,35,69,71
2024-08-01,24,39,92
2024-08-02,18,48,37
2024-08-03,0,1,0
2024-08-04,0,4,0
2024-08-05,15,33,36
2024-08-06,20,37,71
2024-08-07,10,40,56
2024-08-08,21,43,74
2024-08-09,24,40,54
2024-08-10,0,2,0
2024-08-11,3,4,0
2024-08-12,26,38,63
2024-08-13,29,35,82
2024-08-14,22,46,69
2024-08-15,24,43,71
2024-08-16,17,5,51
2024-08-17,0,1,1
2024-08-18,1,1,0
2024-08-19,19,40,2
2024-08-20,20,37,2
2024-08-21,29,38,1
