,ansible/ansible,cfengine/core,saltstack/salt
2019-04-13,0,4,9
2019-04-14,2,0,6
2019-04-15,22,11,22
2019-04-16,16,7,18
2019-04-17,15,0,103
2019-04-18,17,1,63
2019-04-19,0,0,48
2019-04-20,2,0,20
2019-04-21,1,0,6
2019-04-22,16,8,15
2019-04-23,14,3,14
2019-04-24,27,2,15
2019-04-25,13,7,17
2019-04-26,14,8,18
2019-04-27,1,0,29
2019-04-28,2,0,16
2019-04-29,16,4,38
2019-04-30,21,7,38
2019-05-01,23,1,11
2019-05-02,16,11,21
2019-05-03,8,3,24
2019-05-04,3,0,9
