,protocolbuffers/protobuf,apache/avro,apache/thrift
2024-06-15,0,0,0
2024-06-16,0,0,0
2024-06-17,9,1,1
2024-06-18,6,0,0
2024-06-19,1,0,0
2024-06-20,8,0,0
2024-06-21,9,0,1
2024-06-22,0,0,0
2024-06-23,0,0,0
2024-06-24,4,5,0
2024-06-25,4,4,0
2024-06-26,1,1,0
2024-06-27,7,0,0
2024-06-28,14,2,1
2024-06-29,0,0,2
2024-06-30,0,0,0
2024-07-01,9,0,0
2024-07-02,12,0,0
2024-07-03,10,1,0
2024-07-04,1,1,1
2024-07-05,0,2,0
2024-07-06,0,0,0
2024-07-07,0,2,0
2024-07-08,8,1,0
